,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,6,6,60,00000028.jpg,7.762,6.091,10/10/2022,16:51 h, 100.0000,040217
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,6,6,5,00000026.jpg,0.647,0.508,10/10/2022,16:51 h, 100.0000,040217
2,00000029,FUERZA AREQUIPEÑA,,100.000,6,6,178,00000029.jpg,23.027,18.071,10/10/2022,16:51 h, 100.0000,040217
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,6,6,58,00000032.jpg,7.503,5.888,10/10/2022,16:51 h, 100.0000,040217
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,6,6,104,00000027.jpg,13.454,10.558,10/10/2022,16:51 h, 100.0000,040217
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,6,6,141,00000031.jpg,18.241,14.315,10/10/2022,16:51 h, 100.0000,040217
6,00000005,JUNTOS POR EL PERU,,100.000,6,6,173,00000005.jpg,22.380,17.563,10/10/2022,16:51 h, 100.0000,040217
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,6,6,3,00000004.jpg,0.388,0.305,10/10/2022,16:51 h, 100.0000,040217
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,6,6,1,00000007.jpg,0.129,0.102,10/10/2022,16:51 h, 100.0000,040217
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,6,6,5,00000008.jpg,0.647,0.508,10/10/2022,16:51 h, 100.0000,040217
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,6,6,45,00000002.jpg,5.821,4.569,10/10/2022,16:51 h, 100.0000,040217
