,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000072,PATRIA JOVEN,,100.000,11,11,131,00000072.jpg,7.439,5.369,10/10/2022,10:52 h,  84.6154,140407
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,11,11,331,00000074.jpg,18.796,13.566,10/10/2022,10:52 h,  84.6154,140407
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,11,11,208,00000073.jpg,11.811,8.525,10/10/2022,10:52 h,  84.6154,140407
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,11,11,104,00000141.jpg,5.906,4.262,10/10/2022,10:52 h,  84.6154,140407
4,00000001,ACCION POPULAR,,100.000,11,11,45,00000001.jpg,2.555,1.844,10/10/2022,10:52 h,  84.6154,140407
5,00000009,PODEMOS PERU,,100.000,11,11,374,00000009.jpg,21.238,15.328,10/10/2022,10:52 h,  84.6154,140407
6,00000003,RENOVACION POPULAR,,100.000,11,11,215,00000003.jpg,12.209,8.811,10/10/2022,10:52 h,  84.6154,140407
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,11,11,271,00000004.jpg,15.389,11.107,10/10/2022,10:52 h,  84.6154,140407
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,11,11,16,00000007.jpg,0.909,0.656,10/10/2022,10:52 h,  84.6154,140407
9,00000010,PARTIDO MORADO,,100.000,11,11,9,00000010.jpg,0.511,0.369,10/10/2022,10:52 h,  84.6154,140407
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,11,11,57,00000002.jpg,3.237,2.336,10/10/2022,10:52 h,  84.6154,140407
