,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000075,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,,100.000,398,398,"8,379",00000075.jpg,11.310,10.094,06/10/2022,17:50 h,  97.0732,150101
1,10000080,MISION ORGANIZADA VIA INTEGRIDAD Y LIBERTAD,,100.000,398,398,"3,196",10000080.jpg,4.314,3.850,06/10/2022,17:50 h,  97.0732,150101
2,00000079,MOVIMIENTO INDEPENDIENTE REIVINDIQUEMOS LORETO,,100.000,398,398,"7,547",00000079.jpg,10.187,9.092,06/10/2022,17:50 h,  97.0732,150101
3,00000078,MOVIMIENTO ESPERANZA REGION AMAZONICA,,100.000,398,398,"22,339",00000078.jpg,30.153,26.913,06/10/2022,17:50 h,  97.0732,150101
4,00000076,JUNTOS POR LORETO,,100.000,398,398,"1,224",00000076.jpg,1.652,1.475,06/10/2022,17:50 h,  97.0732,150101
5,00000161,LORETO PARA TODOS,,100.000,398,398,"1,959",00000161.jpg,2.644,2.360,06/10/2022,17:50 h,  97.0732,150101
6,00000006,FUERZA POPULAR,,100.000,398,398,"1,194",00000006.jpg,1.612,1.438,06/10/2022,17:50 h,  97.0732,150101
7,00000001,ACCION POPULAR,,100.000,398,398,656,00000001.jpg,0.885,0.790,06/10/2022,17:50 h,  97.0732,150101
8,00000009,PODEMOS PERU,,100.000,398,398,372,00000009.jpg,0.502,0.448,06/10/2022,17:50 h,  97.0732,150101
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,398,398,"4,406",00000004.jpg,5.947,5.308,06/10/2022,17:50 h,  97.0732,150101
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,398,398,747,00000008.jpg,1.008,0.900,06/10/2022,17:50 h,  97.0732,150101
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,398,398,"22,067",00000002.jpg,29.786,26.585,06/10/2022,17:50 h,  97.0732,150101
