,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,5,5,175,00000020.jpg,21.712,16.525,06/10/2022,17:50 h, 100.0000,020107
1,00000019,SOCIOS POR ANCASH,,100.000,5,5,186,00000019.jpg,23.077,17.564,06/10/2022,17:50 h, 100.0000,020107
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,5,5,101,00000018.jpg,12.531,9.537,06/10/2022,17:50 h, 100.0000,020107
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,5,5,78,00000021.jpg,9.677,7.365,06/10/2022,17:50 h, 100.0000,020107
4,00000005,JUNTOS POR EL PERU,,100.000,5,5,111,00000005.jpg,13.772,10.482,06/10/2022,17:50 h, 100.0000,020107
5,00000001,ACCION POPULAR,,100.000,5,5,6,00000001.jpg,0.744,0.567,06/10/2022,17:50 h, 100.0000,020107
6,00000009,PODEMOS PERU,,100.000,5,5,5,00000009.jpg,0.620,0.472,06/10/2022,17:50 h, 100.0000,020107
7,00000003,RENOVACION POPULAR,,100.000,5,5,2,00000003.jpg,0.248,0.189,06/10/2022,17:50 h, 100.0000,020107
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,5,5,79,00000004.jpg,9.801,7.460,06/10/2022,17:50 h, 100.0000,020107
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,5,5,12,00000007.jpg,1.489,1.133,06/10/2022,17:50 h, 100.0000,020107
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,5,5,51,00000008.jpg,6.328,4.816,06/10/2022,17:50 h, 100.0000,020107
