,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000062,JUNIN RENACE,,100.000,59,59,103,00000062.jpg,0.925,0.800,12/10/2022,16:00 h,  98.3333,110704,1739
6,00000006,FUERZA POPULAR,,100.000,59,59,131,00000006.jpg,1.176,1.017,12/10/2022,16:00 h,  98.3333,110704,1739
7,00000009,PODEMOS PERU,,100.000,59,59,199,00000009.jpg,1.786,1.545,12/10/2022,16:00 h,  98.3333,110704,1739
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,59,59,386,00000002.jpg,3.465,2.997,12/10/2022,16:00 h,  98.3333,110704,1739
4,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,59,59,387,00000060.jpg,3.474,3.005,12/10/2022,16:00 h,  98.3333,110704,1739
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,59,59,548,00000008.jpg,4.919,4.255,12/10/2022,16:00 h,  98.3333,110704,1739
0,00000064,CORAZON PATRIOTA,,100.000,59,59,551,00000064.jpg,4.946,4.278,12/10/2022,16:00 h,  98.3333,110704,1739
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,59,59,874,00000004.jpg,7.846,6.786,12/10/2022,16:00 h,  98.3333,110704,1739
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,59,59,1671,00000063.jpg,15.000,12.975,12/10/2022,16:00 h,  98.3333,110704,1739
5,00000005,JUNTOS POR EL PERU,,100.000,59,59,1928,00000005.jpg,17.307,14.970,12/10/2022,16:00 h,  98.3333,110704,1739
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,59,59,4362,00000061.jpg,39.156,33.869,12/10/2022,16:00 h,  98.3333,110704,1739
