,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000005,JUNTOS POR EL PERU,,100.000,44,44,97,00000005.jpg,1.117,0.929,12/10/2022,13:00 h, 100.0000,140804,1756
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,44,44,184,00000007.jpg,2.119,1.763,12/10/2022,13:00 h, 100.0000,140804,1756
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,44,44,190,00000008.jpg,2.188,1.820,12/10/2022,13:00 h, 100.0000,140804,1756
7,00000003,RENOVACION POPULAR,,100.000,44,44,215,00000003.jpg,2.476,2.060,12/10/2022,13:00 h, 100.0000,140804,1756
4,00000006,FUERZA POPULAR,,100.000,44,44,240,00000006.jpg,2.764,2.299,12/10/2022,13:00 h, 100.0000,140804,1756
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,44,44,318,00000004.jpg,3.662,3.046,12/10/2022,13:00 h, 100.0000,140804,1756
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,44,44,850,00000074.jpg,9.789,8.143,12/10/2022,13:00 h, 100.0000,140804,1756
6,00000009,PODEMOS PERU,,100.000,44,44,1046,00000009.jpg,12.047,10.020,12/10/2022,13:00 h, 100.0000,140804,1756
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,44,44,1050,00000002.jpg,12.093,10.058,12/10/2022,13:00 h, 100.0000,140804,1756
5,00000001,ACCION POPULAR,,100.000,44,44,1185,00000001.jpg,13.647,11.352,12/10/2022,13:00 h, 100.0000,140804,1756
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,44,44,1290,00000073.jpg,14.857,12.358,12/10/2022,13:00 h, 100.0000,140804,1756
0,00000072,PATRIA JOVEN,,100.000,44,44,2018,00000072.jpg,23.241,19.331,12/10/2022,13:00 h, 100.0000,140804,1756
