,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
6,00000001,ACCION POPULAR,,100.000,22,22,1,00000001.jpg,0.023,0.021,12/10/2022,13:00 h, 100.0000,190403,397
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,22,22,3,00000008.jpg,0.070,0.064,12/10/2022,13:00 h, 100.0000,190403,397
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,22,22,5,00000004.jpg,0.117,0.107,12/10/2022,13:00 h, 100.0000,190403,397
5,00000006,FUERZA POPULAR,,100.000,22,22,10,00000006.jpg,0.234,0.214,12/10/2022,13:00 h, 100.0000,190403,397
4,00000096,CONTIGO REGION,,100.000,22,22,24,00000096.jpg,0.562,0.515,12/10/2022,13:00 h, 100.0000,190403,397
0,00000099,PIURA RENACE,,100.000,22,22,251,00000099.jpg,5.882,5.382,12/10/2022,13:00 h, 100.0000,190403,397
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,22,22,284,00000002.jpg,6.656,6.089,12/10/2022,13:00 h, 100.0000,190403,397
3,00000097,REGION PARA TODOS,,100.000,22,22,962,00000097.jpg,22.545,20.626,12/10/2022,13:00 h, 100.0000,190403,397
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,22,22,1104,00000095.jpg,25.873,23.671,12/10/2022,13:00 h, 100.0000,190403,397
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,22,22,1623,00000098.jpg,38.036,34.798,12/10/2022,13:00 h, 100.0000,190403,397
