,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000001,ACCION POPULAR,,100.000,229,229,758,00000001.jpg,1.603,1.346,12/10/2022,16:00 h,  97.8632,040128,9038
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,229,229,761,00000011.jpg,1.609,1.351,12/10/2022,16:00 h,  97.8632,040128,9038
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,229,229,1583,00000026.jpg,3.348,2.811,12/10/2022,16:00 h,  97.8632,040128,9038
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,229,229,1719,00000008.jpg,3.635,3.052,12/10/2022,16:00 h,  97.8632,040128,9038
3,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,229,229,3051,00000027.jpg,6.452,5.417,12/10/2022,16:00 h,  97.8632,040128,9038
5,00000033,AREQUIPA TRANSFORMACION,,100.000,229,229,3185,00000033.jpg,6.736,5.655,12/10/2022,16:00 h,  97.8632,040128,9038
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,229,229,3952,00000007.jpg,8.358,7.017,12/10/2022,16:00 h,  97.8632,040128,9038
4,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,229,229,4368,00000031.jpg,9.237,7.755,12/10/2022,16:00 h,  97.8632,040128,9038
0,00000028,YO AREQUIPA,,100.000,229,229,7095,00000028.jpg,15.004,12.597,12/10/2022,16:00 h,  97.8632,040128,9038
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,229,229,8832,00000004.jpg,18.678,15.681,12/10/2022,16:00 h,  97.8632,040128,9038
2,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,229,229,11982,00000032.jpg,25.339,21.273,12/10/2022,16:00 h,  97.8632,040128,9038
