,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000009,PODEMOS PERU,,100.000,14,14,6,00000009.jpg,0.318,0.202,12/10/2022,13:00 h,  93.3333,200115,1091
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,14,14,14,00000008.jpg,0.743,0.471,12/10/2022,13:00 h,  93.3333,200115,1091
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,14,14,16,00000011.jpg,0.849,0.538,12/10/2022,13:00 h,  93.3333,200115,1091
1,00000100,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,,100.000,14,14,29,00000100.jpg,1.539,0.975,12/10/2022,13:00 h,  93.3333,200115,1091
4,00000103,MORAL Y DESARROLLO,,100.000,14,14,42,00000103.jpg,2.229,1.412,12/10/2022,13:00 h,  93.3333,200115,1091
3,00000102,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,,100.000,14,14,43,00000102.jpg,2.282,1.445,12/10/2022,13:00 h,  93.3333,200115,1091
7,00000001,ACCION POPULAR,,100.000,14,14,64,00000001.jpg,3.397,2.151,12/10/2022,13:00 h,  93.3333,200115,1091
0,00000101,PODER ANDINO,,100.000,14,14,76,00000101.jpg,4.034,2.555,12/10/2022,13:00 h,  93.3333,200115,1091
5,00000109,POR LAS COMUNIDADES FUENTE DE INTEGRACION ANDINA DE PUNO - CONFIA - PUNO,,100.000,14,14,119,00000109.jpg,6.316,4.000,12/10/2022,13:00 h,  93.3333,200115,1091
2,00000105,REFORMA Y HONRADEZ POR MAS OBRAS,,100.000,14,14,1475,00000105.jpg,78.291,49.580,12/10/2022,13:00 h,  93.3333,200115,1091
