,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000005,JUNTOS POR EL PERU,,100.000,10,10,4,00000005.jpg,0.225,0.161,12/10/2022,13:00 h, 100.0000,230302,710
4,00000006,FUERZA POPULAR,,100.000,10,10,23,00000006.jpg,1.295,0.925,12/10/2022,13:00 h, 100.0000,230302,710
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,10,10,49,00000002.jpg,2.759,1.971,12/10/2022,13:00 h, 100.0000,230302,710
6,00000003,RENOVACION POPULAR,,100.000,10,10,70,00000003.jpg,3.941,2.816,12/10/2022,13:00 h, 100.0000,230302,710
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,10,10,109,00000011.jpg,6.137,4.385,12/10/2022,13:00 h, 100.0000,230302,710
1,00000124,"UNIDAD, EXPERIENCIA Y TRABAJO CON ETICA",,100.000,10,10,139,00000124.jpg,7.827,5.591,12/10/2022,13:00 h, 100.0000,230302,710
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,10,10,201,00000004.jpg,11.318,8.085,12/10/2022,13:00 h, 100.0000,230302,710
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,10,10,235,00000007.jpg,13.232,9.453,12/10/2022,13:00 h, 100.0000,230302,710
5,00000001,ACCION POPULAR,,100.000,10,10,238,00000001.jpg,13.401,9.574,12/10/2022,13:00 h, 100.0000,230302,710
0,00000126,MOVIMIENTO DE INCLUSION REGIONAL,,100.000,10,10,708,00000126.jpg,39.865,28.479,12/10/2022,13:00 h, 100.0000,230302,710
