,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
4,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,991,991,1506,00000011.jpg,0.761,0.683,12/10/2022,13:00 h,  99.1992,120101,22459
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,991,991,2013,00000008.jpg,1.017,0.913,12/10/2022,13:00 h,  99.1992,120101,22459
5,00000006,FUERZA POPULAR,,100.000,991,991,4031,00000006.jpg,2.037,1.829,12/10/2022,13:00 h,  99.1992,120101,22459
2,00000067,SUMATE,,100.000,991,991,4491,00000067.jpg,2.269,2.038,12/10/2022,13:00 h,  99.1992,120101,22459
3,00000066,NUEVA LIBERTAD,,100.000,991,991,5465,00000066.jpg,2.761,2.480,12/10/2022,13:00 h,  99.1992,120101,22459
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,991,991,8805,00000007.jpg,4.449,3.995,12/10/2022,13:00 h,  99.1992,120101,22459
0,00000068,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.000,991,991,11005,00000068.jpg,5.560,4.993,12/10/2022,13:00 h,  99.1992,120101,22459
6,00000003,RENOVACION POPULAR,,100.000,991,991,16735,00000003.jpg,8.455,7.593,12/10/2022,13:00 h,  99.1992,120101,22459
1,00000069,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.000,991,991,20894,00000069.jpg,10.556,9.481,12/10/2022,13:00 h,  99.1992,120101,22459
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,991,991,42660,00000004.jpg,21.553,19.357,12/10/2022,13:00 h,  99.1992,120101,22459
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,991,991,80323,00000002.jpg,40.582,36.446,12/10/2022,13:00 h,  99.1992,120101,22459
