,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,3,3,0,00000007.jpg,0.000,0.000,12/10/2022,12:30 h, 100.0000,040218,109
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,3,3,1,00000026.jpg,0.206,0.168,12/10/2022,12:30 h, 100.0000,040218,109
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,3,3,1,00000004.jpg,0.206,0.168,12/10/2022,12:30 h, 100.0000,040218,109
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,3,3,9,00000008.jpg,1.852,1.513,12/10/2022,12:30 h, 100.0000,040218,109
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,3,3,10,00000027.jpg,2.058,1.681,12/10/2022,12:30 h, 100.0000,040218,109
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,3,3,14,00000032.jpg,2.881,2.353,12/10/2022,12:30 h, 100.0000,040218,109
6,00000005,JUNTOS POR EL PERU,,100.000,3,3,17,00000005.jpg,3.498,2.857,12/10/2022,12:30 h, 100.0000,040218,109
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,3,3,20,00000002.jpg,4.115,3.361,12/10/2022,12:30 h, 100.0000,040218,109
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,3,3,32,00000031.jpg,6.584,5.378,12/10/2022,12:30 h, 100.0000,040218,109
0,00000028,YO AREQUIPA,,100.000,3,3,123,00000028.jpg,25.309,20.672,12/10/2022,12:30 h, 100.0000,040218,109
2,00000029,FUERZA AREQUIPEÑA,,100.000,3,3,259,00000029.jpg,53.292,43.529,12/10/2022,12:30 h, 100.0000,040218,109
