,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000072,PATRIA JOVEN,,100.000,2,2,52,00000072.jpg,17.276,15.805,10/10/2022,10:52 h, 100.0000,140811
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,2,2,27,00000074.jpg,8.970,8.207,10/10/2022,10:52 h, 100.0000,140811
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,2,2,26,00000073.jpg,8.638,7.903,10/10/2022,10:52 h, 100.0000,140811
3,00000005,JUNTOS POR EL PERU,,100.000,2,2,3,00000005.jpg,0.997,0.912,10/10/2022,10:52 h, 100.0000,140811
4,00000006,FUERZA POPULAR,,100.000,2,2,3,00000006.jpg,0.997,0.912,10/10/2022,10:52 h, 100.0000,140811
5,00000001,ACCION POPULAR,,100.000,2,2,48,00000001.jpg,15.947,14.590,10/10/2022,10:52 h, 100.0000,140811
6,00000009,PODEMOS PERU,,100.000,2,2,0,00000009.jpg,0.000,0.000,10/10/2022,10:52 h, 100.0000,140811
7,00000003,RENOVACION POPULAR,,100.000,2,2,0,00000003.jpg,0.000,0.000,10/10/2022,10:52 h, 100.0000,140811
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,2,2,126,00000004.jpg,41.860,38.298,10/10/2022,10:52 h, 100.0000,140811
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,2,2,3,00000007.jpg,0.997,0.912,10/10/2022,10:52 h, 100.0000,140811
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,2,2,1,00000008.jpg,0.332,0.304,10/10/2022,10:52 h, 100.0000,140811
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,2,2,12,00000002.jpg,3.987,3.647,10/10/2022,10:52 h, 100.0000,140811
