,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000010,PARTIDO MORADO,,100.000,30,30,20,00000010.jpg,0.277,0.259,12/10/2022,16:00 h, 100.0000,140416,496
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,30,30,56,00000073.jpg,0.776,0.726,12/10/2022,16:00 h, 100.0000,140416,496
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,30,30,149,00000007.jpg,2.064,1.931,12/10/2022,16:00 h, 100.0000,140416,496
0,00000072,PATRIA JOVEN,,100.000,30,30,189,00000072.jpg,2.618,2.449,12/10/2022,16:00 h, 100.0000,140416,496
3,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,30,30,303,00000011.jpg,4.197,3.927,12/10/2022,16:00 h, 100.0000,140416,496
5,00000009,PODEMOS PERU,,100.000,30,30,497,00000009.jpg,6.884,6.441,12/10/2022,16:00 h, 100.0000,140416,496
4,00000001,ACCION POPULAR,,100.000,30,30,562,00000001.jpg,7.784,7.284,12/10/2022,16:00 h, 100.0000,140416,496
6,00000003,RENOVACION POPULAR,,100.000,30,30,585,00000003.jpg,8.102,7.582,12/10/2022,16:00 h, 100.0000,140416,496
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,30,30,950,00000004.jpg,13.158,12.312,12/10/2022,16:00 h, 100.0000,140416,496
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,30,30,985,00000002.jpg,13.643,12.766,12/10/2022,16:00 h, 100.0000,140416,496
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,30,30,1239,00000008.jpg,17.161,16.058,12/10/2022,16:00 h, 100.0000,140416,496
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,30,30,1685,00000074.jpg,23.338,21.838,12/10/2022,16:00 h, 100.0000,140416,496
