,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000003,RENOVACION POPULAR,,100.000,50,50,14,00000003.jpg,0.130,0.111,12/10/2022,13:00 h,  98.0392,190608,1809
5,00000006,FUERZA POPULAR,,100.000,50,50,58,00000006.jpg,0.539,0.461,12/10/2022,13:00 h,  98.0392,190608,1809
0,00000099,PIURA RENACE,,100.000,50,50,61,00000099.jpg,0.567,0.485,12/10/2022,13:00 h,  98.0392,190608,1809
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,50,50,252,00000004.jpg,2.340,2.004,12/10/2022,13:00 h,  98.0392,190608,1809
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,50,50,310,00000007.jpg,2.879,2.465,12/10/2022,13:00 h,  98.0392,190608,1809
6,00000009,PODEMOS PERU,,100.000,50,50,369,00000009.jpg,3.427,2.934,12/10/2022,13:00 h,  98.0392,190608,1809
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,50,50,665,00000002.jpg,6.176,5.288,12/10/2022,13:00 h,  98.0392,190608,1809
4,00000096,CONTIGO REGION,,100.000,50,50,1049,00000096.jpg,9.743,8.341,12/10/2022,13:00 h,  98.0392,190608,1809
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,50,50,1439,00000095.jpg,13.365,11.442,12/10/2022,13:00 h,  98.0392,190608,1809
3,00000097,REGION PARA TODOS,,100.000,50,50,2436,00000097.jpg,22.625,19.370,12/10/2022,13:00 h,  98.0392,190608,1809
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,50,50,4114,00000098.jpg,38.209,32.713,12/10/2022,13:00 h,  98.0392,190608,1809
