,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,6,6,91,00000028.jpg,8.311,6.542,10/10/2022,10:52 h, 100.0000,040116
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,6,6,26,00000026.jpg,2.374,1.869,10/10/2022,10:52 h, 100.0000,040116
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,6,6,20,00000030.jpg,1.826,1.438,10/10/2022,10:52 h, 100.0000,040116
3,00000029,FUERZA AREQUIPEÑA,,100.000,6,6,34,00000029.jpg,3.105,2.444,10/10/2022,10:52 h, 100.0000,040116
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,6,6,230,00000032.jpg,21.005,16.535,10/10/2022,10:52 h, 100.0000,040116
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,6,6,235,00000027.jpg,21.461,16.894,10/10/2022,10:52 h, 100.0000,040116
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,6,6,230,00000031.jpg,21.005,16.535,10/10/2022,10:52 h, 100.0000,040116
7,00000033,AREQUIPA TRANSFORMACION,,100.000,6,6,8,00000033.jpg,0.731,0.575,10/10/2022,10:52 h, 100.0000,040116
8,00000005,JUNTOS POR EL PERU,,100.000,6,6,174,00000005.jpg,15.890,12.509,10/10/2022,10:52 h, 100.0000,040116
9,00000006,FUERZA POPULAR,,100.000,6,6,6,00000006.jpg,0.548,0.431,10/10/2022,10:52 h, 100.0000,040116
10,00000001,ACCION POPULAR,,100.000,6,6,4,00000001.jpg,0.365,0.288,10/10/2022,10:52 h, 100.0000,040116
11,00000009,PODEMOS PERU,,100.000,6,6,4,00000009.jpg,0.365,0.288,10/10/2022,10:52 h, 100.0000,040116
12,00000004,ALIANZA PARA EL PROGRESO,,100.000,6,6,13,00000004.jpg,1.187,0.935,10/10/2022,10:52 h, 100.0000,040116
13,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,6,6,1,00000007.jpg,0.091,0.072,10/10/2022,10:52 h, 100.0000,040116
14,00000010,PARTIDO MORADO,,100.000,6,6,2,00000010.jpg,0.183,0.144,10/10/2022,10:52 h, 100.0000,040116
15,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,6,6,15,00000008.jpg,1.370,1.078,10/10/2022,10:52 h, 100.0000,040116
16,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,6,6,2,00000002.jpg,0.183,0.144,10/10/2022,10:52 h, 100.0000,040116
