,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000009,PODEMOS PERU,,100.000,46,46,23,00000009.jpg,0.234,0.209,12/10/2022,13:00 h,  97.8723,190113,1211
6,00000006,FUERZA POPULAR,,100.000,46,46,41,00000006.jpg,0.418,0.372,12/10/2022,13:00 h,  97.8723,190113,1211
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,46,46,64,00000002.jpg,0.652,0.581,12/10/2022,13:00 h,  97.8723,190113,1211
8,00000003,RENOVACION POPULAR,,100.000,46,46,92,00000003.jpg,0.938,0.835,12/10/2022,13:00 h,  97.8723,190113,1211
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,46,46,110,00000004.jpg,1.121,0.998,12/10/2022,13:00 h,  97.8723,190113,1211
4,00000096,CONTIGO REGION,,100.000,46,46,189,00000096.jpg,1.927,1.715,12/10/2022,13:00 h,  97.8723,190113,1211
0,00000099,PIURA RENACE,,100.000,46,46,294,00000099.jpg,2.997,2.668,12/10/2022,13:00 h,  97.8723,190113,1211
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,46,46,918,00000095.jpg,9.359,8.330,12/10/2022,13:00 h,  97.8723,190113,1211
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,46,46,2058,00000011.jpg,20.981,18.675,12/10/2022,13:00 h,  97.8723,190113,1211
3,00000097,REGION PARA TODOS,,100.000,46,46,2292,00000097.jpg,23.366,20.799,12/10/2022,13:00 h,  97.8723,190113,1211
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,46,46,3728,00000098.jpg,38.006,33.829,12/10/2022,13:00 h,  97.8723,190113,1211
