,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,556,556,2142,00000008.jpg,1.844,1.644,12/10/2022,16:00 h,  98.2332,140122,14145
7,00000010,PARTIDO MORADO,,100.000,556,556,2857,00000010.jpg,2.460,2.193,12/10/2022,16:00 h,  98.2332,140122,14145
1,00000005,JUNTOS POR EL PERU,,100.000,556,556,4331,00000005.jpg,3.729,3.325,12/10/2022,16:00 h,  98.2332,140122,14145
5,00000004,ALIANZA PARA EL PROGRESO,,100.000,556,556,5644,00000004.jpg,4.860,4.332,12/10/2022,16:00 h,  98.2332,140122,14145
6,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,556,556,6116,00000007.jpg,5.267,4.695,12/10/2022,16:00 h,  98.2332,140122,14145
2,00000006,FUERZA POPULAR,,100.000,556,556,7923,00000006.jpg,6.823,6.082,12/10/2022,16:00 h,  98.2332,140122,14145
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,556,556,12217,00000002.jpg,10.520,9.378,12/10/2022,16:00 h,  98.2332,140122,14145
0,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,556,556,21076,00000011.jpg,18.149,16.178,12/10/2022,16:00 h,  98.2332,140122,14145
4,00000003,RENOVACION POPULAR,,100.000,556,556,23286,00000003.jpg,20.052,17.874,12/10/2022,16:00 h,  98.2332,140122,14145
3,00000009,PODEMOS PERU,,100.000,556,556,30538,00000009.jpg,26.296,23.441,12/10/2022,16:00 h,  98.2332,140122,14145
