,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000003,RENOVACION POPULAR,,100.000,28,28,5,00000003.jpg,0.097,0.082,12/10/2022,16:00 h, 100.0000,090604,909
5,00000005,JUNTOS POR EL PERU,,100.000,28,28,6,00000005.jpg,0.116,0.099,12/10/2022,16:00 h, 100.0000,090604,909
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,28,28,9,00000002.jpg,0.174,0.148,12/10/2022,16:00 h, 100.0000,090604,909
6,00000006,FUERZA POPULAR,,100.000,28,28,100,00000006.jpg,1.935,1.645,12/10/2022,16:00 h, 100.0000,090604,909
0,00000053,MOVIMIENTO POLITICO CAMBIEMOS X HCO,,100.000,28,28,259,00000053.jpg,5.011,4.261,12/10/2022,16:00 h, 100.0000,090604,909
3,00000057,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,,100.000,28,28,324,00000057.jpg,6.268,5.331,12/10/2022,16:00 h, 100.0000,090604,909
7,00000001,ACCION POPULAR,,100.000,28,28,420,00000001.jpg,8.125,6.910,12/10/2022,16:00 h, 100.0000,090604,909
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,28,28,532,00000004.jpg,10.292,8.753,12/10/2022,16:00 h, 100.0000,090604,909
2,00000055,TODOS POR EL GRAN CAMBIO,,100.000,28,28,650,00000055.jpg,12.575,10.694,12/10/2022,16:00 h, 100.0000,090604,909
4,00000056,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,,100.000,28,28,890,00000056.jpg,17.218,14.643,12/10/2022,16:00 h, 100.0000,090604,909
10,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,28,28,968,00000007.jpg,18.727,15.926,12/10/2022,16:00 h, 100.0000,090604,909
1,00000054,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,,100.000,28,28,1006,00000054.jpg,19.462,16.551,12/10/2022,16:00 h, 100.0000,090604,909
