,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000001,ACCION POPULAR,,100.000,73,73,250,00000001.jpg,1.745,1.463,12/10/2022,13:00 h, 100.0000,140506,2760
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,73,73,276,00000008.jpg,1.927,1.615,12/10/2022,13:00 h, 100.0000,140506,2760
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,73,73,385,00000007.jpg,2.687,2.253,12/10/2022,13:00 h, 100.0000,140506,2760
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,73,73,475,00000004.jpg,3.316,2.780,12/10/2022,13:00 h, 100.0000,140506,2760
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,73,73,1325,00000073.jpg,9.249,7.755,12/10/2022,13:00 h, 100.0000,140506,2760
5,00000003,RENOVACION POPULAR,,100.000,73,73,1641,00000003.jpg,11.455,9.604,12/10/2022,13:00 h, 100.0000,140506,2760
4,00000009,PODEMOS PERU,,100.000,73,73,1649,00000009.jpg,11.511,9.651,12/10/2022,13:00 h, 100.0000,140506,2760
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,73,73,2400,00000002.jpg,16.753,14.047,12/10/2022,13:00 h, 100.0000,140506,2760
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,73,73,2918,00000074.jpg,20.369,17.078,12/10/2022,13:00 h, 100.0000,140506,2760
0,00000072,PATRIA JOVEN,,100.000,73,73,3007,00000072.jpg,20.990,17.599,12/10/2022,13:00 h, 100.0000,140506,2760
