,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000010,PARTIDO MORADO,,100.000,"1,122","1,122",3428,00000010.jpg,1.402,1.232,12/10/2022,16:00 h,  99.5563,140141,33642
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,"1,122","1,122",5103,00000007.jpg,2.086,1.834,12/10/2022,16:00 h,  99.5563,140141,33642
1,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,"1,122","1,122",5292,00000141.jpg,2.164,1.902,12/10/2022,16:00 h,  99.5563,140141,33642
3,00000006,FUERZA POPULAR,,100.000,"1,122","1,122",10539,00000006.jpg,4.309,3.788,12/10/2022,16:00 h,  99.5563,140141,33642
0,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,"1,122","1,122",14084,00000011.jpg,5.758,5.062,12/10/2022,16:00 h,  99.5563,140141,33642
2,00000005,JUNTOS POR EL PERU,,100.000,"1,122","1,122",15269,00000005.jpg,6.243,5.488,12/10/2022,16:00 h,  99.5563,140141,33642
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,"1,122","1,122",15464,00000002.jpg,6.323,5.558,12/10/2022,16:00 h,  99.5563,140141,33642
5,00000003,RENOVACION POPULAR,,100.000,"1,122","1,122",23996,00000003.jpg,9.811,8.625,12/10/2022,16:00 h,  99.5563,140141,33642
4,00000009,PODEMOS PERU,,100.000,"1,122","1,122",69391,00000009.jpg,28.371,24.940,12/10/2022,16:00 h,  99.5563,140141,33642
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,"1,122","1,122",82019,00000004.jpg,33.534,29.479,12/10/2022,16:00 h,  99.5563,140141,33642
