,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,475,475,2127,00000011.jpg,2.280,1.969,12/10/2022,13:00 h,  96.7413,190101,14729
7,00000009,PODEMOS PERU,,100.000,475,475,2241,00000009.jpg,2.402,2.075,12/10/2022,13:00 h,  96.7413,190101,14729
8,00000003,RENOVACION POPULAR,,100.000,475,475,2385,00000003.jpg,2.557,2.208,12/10/2022,13:00 h,  96.7413,190101,14729
6,00000006,FUERZA POPULAR,,100.000,475,475,4366,00000006.jpg,4.680,4.042,12/10/2022,13:00 h,  96.7413,190101,14729
0,00000099,PIURA RENACE,,100.000,475,475,6044,00000099.jpg,6.479,5.595,12/10/2022,13:00 h,  96.7413,190101,14729
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,475,475,7636,00000002.jpg,8.185,7.069,12/10/2022,13:00 h,  96.7413,190101,14729
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,475,475,8775,00000095.jpg,9.406,8.123,12/10/2022,13:00 h,  96.7413,190101,14729
3,00000097,REGION PARA TODOS,,100.000,475,475,11449,00000097.jpg,12.272,10.599,12/10/2022,13:00 h,  96.7413,190101,14729
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,475,475,12770,00000004.jpg,13.688,11.822,12/10/2022,13:00 h,  96.7413,190101,14729
4,00000096,CONTIGO REGION,,100.000,475,475,14699,00000096.jpg,15.756,13.608,12/10/2022,13:00 h,  96.7413,190101,14729
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,475,475,20799,00000098.jpg,22.295,19.255,12/10/2022,13:00 h,  96.7413,190101,14729
