,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,8,8,195,00000028.jpg,11.754,9.824,06/10/2022,17:50 h,  88.8889,040122
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,8,8,47,00000026.jpg,2.833,2.368,06/10/2022,17:50 h,  88.8889,040122
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,8,8,15,00000030.jpg,0.904,0.756,06/10/2022,17:50 h,  88.8889,040122
3,00000029,FUERZA AREQUIPEÑA,,100.000,8,8,119,00000029.jpg,7.173,5.995,06/10/2022,17:50 h,  88.8889,040122
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,8,8,136,00000032.jpg,8.198,6.851,06/10/2022,17:50 h,  88.8889,040122
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,8,8,404,00000027.jpg,24.352,20.353,06/10/2022,17:50 h,  88.8889,040122
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,8,8,39,00000031.jpg,2.351,1.965,06/10/2022,17:50 h,  88.8889,040122
7,00000033,AREQUIPA TRANSFORMACION,,100.000,8,8,244,00000033.jpg,14.708,12.292,06/10/2022,17:50 h,  88.8889,040122
8,00000005,JUNTOS POR EL PERU,,100.000,8,8,5,00000005.jpg,0.301,0.252,06/10/2022,17:50 h,  88.8889,040122
9,00000006,FUERZA POPULAR,,100.000,8,8,11,00000006.jpg,0.663,0.554,06/10/2022,17:50 h,  88.8889,040122
10,00000001,ACCION POPULAR,,100.000,8,8,7,00000001.jpg,0.422,0.353,06/10/2022,17:50 h,  88.8889,040122
11,00000009,PODEMOS PERU,,100.000,8,8,2,00000009.jpg,0.121,0.101,06/10/2022,17:50 h,  88.8889,040122
12,00000004,ALIANZA PARA EL PROGRESO,,100.000,8,8,161,00000004.jpg,9.705,8.111,06/10/2022,17:50 h,  88.8889,040122
13,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,8,8,10,00000007.jpg,0.603,0.504,06/10/2022,17:50 h,  88.8889,040122
14,00000010,PARTIDO MORADO,,100.000,8,8,2,00000010.jpg,0.121,0.101,06/10/2022,17:50 h,  88.8889,040122
15,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,8,8,19,00000008.jpg,1.145,0.957,06/10/2022,17:50 h,  88.8889,040122
16,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,8,8,243,00000002.jpg,14.647,12.242,06/10/2022,17:50 h,  88.8889,040122
