,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000001,ACCION POPULAR,,100.000,28,28,0,00000001.jpg,0.000,0.000,12/10/2022,13:00 h, 100.0000,150104,324
8,00000009,PODEMOS PERU,,100.000,28,28,0,00000009.jpg,0.000,0.000,12/10/2022,13:00 h, 100.0000,150104,324
6,00000006,FUERZA POPULAR,,100.000,28,28,3,00000006.jpg,0.073,0.067,12/10/2022,13:00 h, 100.0000,150104,324
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,28,28,3,00000008.jpg,0.073,0.067,12/10/2022,13:00 h, 100.0000,150104,324
5,00000161,LORETO PARA TODOS,,100.000,28,28,6,00000161.jpg,0.145,0.135,12/10/2022,13:00 h, 100.0000,150104,324
1,10000080,MISION ORGANIZADA VIA INTEGRIDAD Y LIBERTAD,,100.000,28,28,8,10000080.jpg,0.193,0.179,12/10/2022,13:00 h, 100.0000,150104,324
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,28,28,26,00000004.jpg,0.629,0.583,12/10/2022,13:00 h, 100.0000,150104,324
4,00000076,JUNTOS POR LORETO,,100.000,28,28,172,00000076.jpg,4.160,3.857,12/10/2022,13:00 h, 100.0000,150104,324
3,00000078,MOVIMIENTO ESPERANZA REGION AMAZONICA,,100.000,28,28,536,00000078.jpg,12.963,12.021,12/10/2022,13:00 h, 100.0000,150104,324
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,28,28,539,00000002.jpg,13.035,12.088,12/10/2022,13:00 h, 100.0000,150104,324
2,00000079,MOVIMIENTO INDEPENDIENTE REIVINDIQUEMOS LORETO,,100.000,28,28,1369,00000079.jpg,33.108,30.702,12/10/2022,13:00 h, 100.0000,150104,324
0,00000075,MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO,,100.000,28,28,1473,00000075.jpg,35.623,33.034,12/10/2022,13:00 h, 100.0000,150104,324
