,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,84,84,153,00000011.jpg,0.858,0.743,12/10/2022,16:00 h,  98.8235,040114,2765
10,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,84,84,183,00000007.jpg,1.026,0.888,12/10/2022,16:00 h,  98.8235,040114,2765
8,00000003,RENOVACION POPULAR,,100.000,84,84,189,00000003.jpg,1.060,0.917,12/10/2022,16:00 h,  98.8235,040114,2765
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,84,84,316,00000026.jpg,1.771,1.534,12/10/2022,16:00 h,  98.8235,040114,2765
11,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,84,84,344,00000008.jpg,1.928,1.670,12/10/2022,16:00 h,  98.8235,040114,2765
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,84,84,634,00000004.jpg,3.554,3.077,12/10/2022,16:00 h,  98.8235,040114,2765
0,00000028,YO AREQUIPA,,100.000,84,84,766,00000028.jpg,4.294,3.718,12/10/2022,16:00 h,  98.8235,040114,2765
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,84,84,2099,00000032.jpg,11.767,10.188,12/10/2022,16:00 h,  98.8235,040114,2765
6,00000033,AREQUIPA TRANSFORMACION,,100.000,84,84,2225,00000033.jpg,12.473,10.799,12/10/2022,16:00 h,  98.8235,040114,2765
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,84,84,2290,00000031.jpg,12.838,11.115,12/10/2022,16:00 h,  98.8235,040114,2765
2,00000029,FUERZA AREQUIPEÑA,,100.000,84,84,3475,00000029.jpg,19.481,16.866,12/10/2022,16:00 h,  98.8235,040114,2765
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,84,84,5164,00000027.jpg,28.949,25.064,12/10/2022,16:00 h,  98.8235,040114,2765
