,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000010,PARTIDO MORADO,,100.000,35,35,97,00000010.jpg,1.359,1.099,12/10/2022,13:00 h, 100.0000,140413,1693
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,35,35,140,00000141.jpg,1.962,1.586,12/10/2022,13:00 h, 100.0000,140413,1693
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,35,35,204,00000007.jpg,2.859,2.311,12/10/2022,13:00 h, 100.0000,140413,1693
4,00000001,ACCION POPULAR,,100.000,35,35,222,00000001.jpg,3.111,2.514,12/10/2022,13:00 h, 100.0000,140413,1693
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,35,35,349,00000073.jpg,4.891,3.953,12/10/2022,13:00 h, 100.0000,140413,1693
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,35,35,381,00000004.jpg,5.339,4.315,12/10/2022,13:00 h, 100.0000,140413,1693
5,00000009,PODEMOS PERU,,100.000,35,35,760,00000009.jpg,10.650,8.608,12/10/2022,13:00 h, 100.0000,140413,1693
6,00000003,RENOVACION POPULAR,,100.000,35,35,1069,00000003.jpg,14.980,12.108,12/10/2022,13:00 h, 100.0000,140413,1693
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,35,35,1268,00000074.jpg,17.769,14.362,12/10/2022,13:00 h, 100.0000,140413,1693
0,00000072,PATRIA JOVEN,,100.000,35,35,1316,00000072.jpg,18.442,14.905,12/10/2022,13:00 h, 100.0000,140413,1693
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,35,35,1330,00000002.jpg,18.638,15.064,12/10/2022,13:00 h, 100.0000,140413,1693
