,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
0,00000099,PIURA RENACE,,100.000,36,36,11,00000099.jpg,0.161,0.137,12/10/2022,13:00 h, 100.0000,190603,1209
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,36,36,15,00000007.jpg,0.220,0.187,12/10/2022,13:00 h, 100.0000,190603,1209
6,00000009,PODEMOS PERU,,100.000,36,36,28,00000009.jpg,0.410,0.348,12/10/2022,13:00 h, 100.0000,190603,1209
7,00000003,RENOVACION POPULAR,,100.000,36,36,42,00000003.jpg,0.615,0.523,12/10/2022,13:00 h, 100.0000,190603,1209
5,00000006,FUERZA POPULAR,,100.000,36,36,55,00000006.jpg,0.806,0.684,12/10/2022,13:00 h, 100.0000,190603,1209
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,36,36,139,00000095.jpg,2.036,1.730,12/10/2022,13:00 h, 100.0000,190603,1209
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,36,36,190,00000002.jpg,2.783,2.364,12/10/2022,13:00 h, 100.0000,190603,1209
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,36,36,354,00000004.jpg,5.185,4.405,12/10/2022,13:00 h, 100.0000,190603,1209
4,00000096,CONTIGO REGION,,100.000,36,36,1469,00000096.jpg,21.518,18.280,12/10/2022,13:00 h, 100.0000,190603,1209
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,36,36,1901,00000098.jpg,27.845,23.656,12/10/2022,13:00 h, 100.0000,190603,1209
3,00000097,REGION PARA TODOS,,100.000,36,36,2623,00000097.jpg,38.421,32.641,12/10/2022,13:00 h, 100.0000,190603,1209
