,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,32,32,99,00000008.jpg,1.521,1.348,12/10/2022,16:00 h, 100.0000,120803,838
5,00000003,RENOVACION POPULAR,,100.000,32,32,165,00000003.jpg,2.536,2.246,12/10/2022,16:00 h, 100.0000,120803,838
0,00000068,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.000,32,32,215,00000068.jpg,3.304,2.927,12/10/2022,16:00 h, 100.0000,120803,838
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,32,32,349,00000007.jpg,5.363,4.752,12/10/2022,16:00 h, 100.0000,120803,838
4,00000006,FUERZA POPULAR,,100.000,32,32,401,00000006.jpg,6.163,5.459,12/10/2022,16:00 h, 100.0000,120803,838
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,32,32,612,00000004.jpg,9.405,8.332,12/10/2022,16:00 h, 100.0000,120803,838
1,00000069,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.000,32,32,831,00000069.jpg,12.771,11.314,12/10/2022,16:00 h, 100.0000,120803,838
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,32,32,1175,00000002.jpg,18.057,15.997,12/10/2022,16:00 h, 100.0000,120803,838
2,00000067,SUMATE,,100.000,32,32,1234,00000067.jpg,18.964,16.801,12/10/2022,16:00 h, 100.0000,120803,838
3,00000066,NUEVA LIBERTAD,,100.000,32,32,1426,00000066.jpg,21.915,19.415,12/10/2022,16:00 h, 100.0000,120803,838
