,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000053,MOVIMIENTO POLITICO CAMBIEMOS X HCO,,100.000,12,12,508,00000053.jpg,21.070,19.323,06/10/2022,17:50 h, 100.0000,091108
1,00000054,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,,100.000,12,12,504,00000054.jpg,20.904,19.171,06/10/2022,17:50 h, 100.0000,091108
2,00000057,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,,100.000,12,12,536,00000057.jpg,22.231,20.388,06/10/2022,17:50 h, 100.0000,091108
3,00000056,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,,100.000,12,12,7,00000056.jpg,0.290,0.266,06/10/2022,17:50 h, 100.0000,091108
4,00000005,JUNTOS POR EL PERU,,100.000,12,12,44,00000005.jpg,1.825,1.674,06/10/2022,17:50 h, 100.0000,091108
5,00000001,ACCION POPULAR,,100.000,12,12,86,00000001.jpg,3.567,3.271,06/10/2022,17:50 h, 100.0000,091108
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,12,12,684,00000004.jpg,28.370,26.017,06/10/2022,17:50 h, 100.0000,091108
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,12,12,26,00000007.jpg,1.078,0.989,06/10/2022,17:50 h, 100.0000,091108
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,12,12,2,00000008.jpg,0.083,0.076,06/10/2022,17:50 h, 100.0000,091108
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,12,12,14,00000002.jpg,0.581,0.533,06/10/2022,17:50 h, 100.0000,091108
