,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
1,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,"1,091","1,091",2849,00000141.jpg,1.231,1.080,12/10/2022,16:00 h,  97.9354,140136,32467
9,00000010,PARTIDO MORADO,,100.000,"1,091","1,091",6383,00000010.jpg,2.759,2.419,12/10/2022,16:00 h,  97.9354,140136,32467
4,00000001,ACCION POPULAR,,100.000,"1,091","1,091",7502,00000001.jpg,3.243,2.844,12/10/2022,16:00 h,  97.9354,140136,32467
3,00000006,FUERZA POPULAR,,100.000,"1,091","1,091",10453,00000006.jpg,4.518,3.962,12/10/2022,16:00 h,  97.9354,140136,32467
2,00000005,JUNTOS POR EL PERU,,100.000,"1,091","1,091",14528,00000005.jpg,6.280,5.507,12/10/2022,16:00 h,  97.9354,140136,32467
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,"1,091","1,091",19313,00000002.jpg,8.348,7.320,12/10/2022,16:00 h,  97.9354,140136,32467
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,"1,091","1,091",21352,00000007.jpg,9.229,8.093,12/10/2022,16:00 h,  97.9354,140136,32467
0,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,"1,091","1,091",27031,00000011.jpg,11.684,10.246,12/10/2022,16:00 h,  97.9354,140136,32467
5,00000009,PODEMOS PERU,,100.000,"1,091","1,091",34788,00000009.jpg,15.037,13.186,12/10/2022,16:00 h,  97.9354,140136,32467
6,00000003,RENOVACION POPULAR,,100.000,"1,091","1,091",38705,00000003.jpg,16.730,14.671,12/10/2022,16:00 h,  97.9354,140136,32467
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,"1,091","1,091",48451,00000004.jpg,20.942,18.365,12/10/2022,16:00 h,  97.9354,140136,32467
