,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000003,RENOVACION POPULAR,,100.000,109,109,59,00000003.jpg,0.253,0.225,12/10/2022,13:00 h,  99.0909,190602,2918
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,109,109,109,00000007.jpg,0.468,0.416,12/10/2022,13:00 h,  99.0909,190602,2918
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,109,109,229,00000004.jpg,0.983,0.874,12/10/2022,13:00 h,  99.0909,190602,2918
6,00000009,PODEMOS PERU,,100.000,109,109,336,00000009.jpg,1.443,1.282,12/10/2022,13:00 h,  99.0909,190602,2918
0,00000099,PIURA RENACE,,100.000,109,109,472,00000099.jpg,2.027,1.801,12/10/2022,13:00 h,  99.0909,190602,2918
5,00000006,FUERZA POPULAR,,100.000,109,109,561,00000006.jpg,2.409,2.141,12/10/2022,13:00 h,  99.0909,190602,2918
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,109,109,823,00000002.jpg,3.534,3.141,12/10/2022,13:00 h,  99.0909,190602,2918
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,109,109,1938,00000098.jpg,8.322,7.395,12/10/2022,13:00 h,  99.0909,190602,2918
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,109,109,1975,00000095.jpg,8.481,7.536,12/10/2022,13:00 h,  99.0909,190602,2918
3,00000097,REGION PARA TODOS,,100.000,109,109,8107,00000097.jpg,34.812,30.936,12/10/2022,13:00 h,  99.0909,190602,2918
4,00000096,CONTIGO REGION,,100.000,109,109,8679,00000096.jpg,37.268,33.118,12/10/2022,13:00 h,  99.0909,190602,2918
