,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,21,21,156,00000028.jpg,3.701,3.302,10/10/2022,16:51 h, 100.0000,040304
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,21,21,353,00000026.jpg,8.375,7.471,10/10/2022,16:51 h, 100.0000,040304
2,00000181,AREQUIPA RENACE,,100.000,21,21,875,00000181.jpg,20.759,18.519,10/10/2022,16:51 h, 100.0000,040304
3,00000029,FUERZA AREQUIPEÑA,,100.000,21,21,"1,701",00000029.jpg,40.356,36.000,10/10/2022,16:51 h, 100.0000,040304
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,21,21,24,00000032.jpg,0.569,0.508,10/10/2022,16:51 h, 100.0000,040304
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,21,21,652,00000031.jpg,15.469,13.799,10/10/2022,16:51 h, 100.0000,040304
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,21,21,12,00000011.jpg,0.285,0.254,10/10/2022,16:51 h, 100.0000,040304
7,00000005,JUNTOS POR EL PERU,,100.000,21,21,34,00000005.jpg,0.807,0.720,10/10/2022,16:51 h, 100.0000,040304
8,00000001,ACCION POPULAR,,100.000,21,21,148,00000001.jpg,3.511,3.132,10/10/2022,16:51 h, 100.0000,040304
9,00000009,PODEMOS PERU,,100.000,21,21,7,00000009.jpg,0.166,0.148,10/10/2022,16:51 h, 100.0000,040304
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,21,21,49,00000008.jpg,1.163,1.037,10/10/2022,16:51 h, 100.0000,040304
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,21,21,204,00000002.jpg,4.840,4.317,10/10/2022,16:51 h, 100.0000,040304
