,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
11,00000010,PARTIDO MORADO,,100.000,71,71,37,00000010.jpg,0.243,0.221,12/10/2022,12:30 h,  98.6111,040701,1458
13,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,71,71,207,00000002.jpg,1.357,1.239,12/10/2022,12:30 h,  98.6111,040701,1458
8,00000006,FUERZA POPULAR,,100.000,71,71,212,00000006.jpg,1.390,1.268,12/10/2022,12:30 h,  98.6111,040701,1458
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,71,71,261,00000031.jpg,1.711,1.562,12/10/2022,12:30 h,  98.6111,040701,1458
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,71,71,269,00000004.jpg,1.763,1.610,12/10/2022,12:30 h,  98.6111,040701,1458
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,71,71,350,00000030.jpg,2.294,2.094,12/10/2022,12:30 h,  98.6111,040701,1458
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,71,71,594,00000008.jpg,3.894,3.554,12/10/2022,12:30 h,  98.6111,040701,1458
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,71,71,604,00000026.jpg,3.959,3.614,12/10/2022,12:30 h,  98.6111,040701,1458
7,00000005,JUNTOS POR EL PERU,,100.000,71,71,751,00000005.jpg,4.923,4.494,12/10/2022,12:30 h,  98.6111,040701,1458
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,71,71,884,00000027.jpg,5.795,5.289,12/10/2022,12:30 h,  98.6111,040701,1458
9,00000001,ACCION POPULAR,,100.000,71,71,1257,00000001.jpg,8.240,7.521,12/10/2022,12:30 h,  98.6111,040701,1458
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,71,71,2478,00000032.jpg,16.244,14.827,12/10/2022,12:30 h,  98.6111,040701,1458
3,00000029,FUERZA AREQUIPEÑA,,100.000,71,71,3626,00000029.jpg,23.769,21.696,12/10/2022,12:30 h,  98.6111,040701,1458
0,00000028,YO AREQUIPA,,100.000,71,71,3725,00000028.jpg,24.418,22.288,12/10/2022,12:30 h,  98.6111,040701,1458
