,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,7,7,28,00000020.jpg,2.215,1.965,06/10/2022,17:50 h, 100.0000,020105
1,00000019,SOCIOS POR ANCASH,,100.000,7,7,372,00000019.jpg,29.430,26.105,06/10/2022,17:50 h, 100.0000,020105
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,7,7,72,00000018.jpg,5.696,5.053,06/10/2022,17:50 h, 100.0000,020105
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,7,7,338,00000021.jpg,26.741,23.719,06/10/2022,17:50 h, 100.0000,020105
4,00000005,JUNTOS POR EL PERU,,100.000,7,7,412,00000005.jpg,32.595,28.912,06/10/2022,17:50 h, 100.0000,020105
5,00000001,ACCION POPULAR,,100.000,7,7,5,00000001.jpg,0.396,0.351,06/10/2022,17:50 h, 100.0000,020105
6,00000009,PODEMOS PERU,,100.000,7,7,1,00000009.jpg,0.079,0.070,06/10/2022,17:50 h, 100.0000,020105
7,00000003,RENOVACION POPULAR,,100.000,7,7,0,00000003.jpg,0.000,0.000,06/10/2022,17:50 h, 100.0000,020105
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,7,7,15,00000004.jpg,1.187,1.053,06/10/2022,17:50 h, 100.0000,020105
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,7,7,9,00000007.jpg,0.712,0.632,06/10/2022,17:50 h, 100.0000,020105
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,7,7,12,00000008.jpg,0.949,0.842,06/10/2022,17:50 h, 100.0000,020105
