,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000071,MOVIMIENTO VERDE UNIDO,,100.000,39,39,54,00000071.jpg,0.851,0.639,10/10/2022,17:31 h,  90.6977,130310
1,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,39,39,68,00000070.jpg,1.072,0.805,10/10/2022,17:31 h,  90.6977,130310
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,39,39,66,00000011.jpg,1.041,0.781,10/10/2022,17:31 h,  90.6977,130310
3,00000005,JUNTOS POR EL PERU,,100.000,39,39,355,00000005.jpg,5.597,4.202,10/10/2022,17:31 h,  90.6977,130310
4,00000006,FUERZA POPULAR,,100.000,39,39,"1,045",00000006.jpg,16.475,12.370,10/10/2022,17:31 h,  90.6977,130310
5,00000003,RENOVACION POPULAR,,100.000,39,39,47,00000003.jpg,0.741,0.556,10/10/2022,17:31 h,  90.6977,130310
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,39,39,304,00000004.jpg,4.793,3.598,10/10/2022,17:31 h,  90.6977,130310
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,39,39,"1,413",00000007.jpg,22.277,16.726,10/10/2022,17:31 h,  90.6977,130310
8,00000010,PARTIDO MORADO,,100.000,39,39,5,00000010.jpg,0.079,0.059,10/10/2022,17:31 h,  90.6977,130310
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,39,39,"1,692",00000008.jpg,26.675,20.028,10/10/2022,17:31 h,  90.6977,130310
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,39,39,"1,294",00000002.jpg,20.400,15.317,10/10/2022,17:31 h,  90.6977,130310
