,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
11,00000010,PARTIDO MORADO,,100.000,27,27,8,00000010.jpg,0.140,0.123,12/10/2022,12:30 h, 100.0000,040702,797
13,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,27,27,12,00000002.jpg,0.210,0.184,12/10/2022,12:30 h, 100.0000,040702,797
8,00000006,FUERZA POPULAR,,100.000,27,27,30,00000006.jpg,0.525,0.460,12/10/2022,12:30 h, 100.0000,040702,797
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,27,27,35,00000030.jpg,0.612,0.537,12/10/2022,12:30 h, 100.0000,040702,797
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,27,27,71,00000031.jpg,1.242,1.090,12/10/2022,12:30 h, 100.0000,040702,797
9,00000001,ACCION POPULAR,,100.000,27,27,93,00000001.jpg,1.626,1.427,12/10/2022,12:30 h, 100.0000,040702,797
3,00000029,FUERZA AREQUIPEÑA,,100.000,27,27,187,00000029.jpg,3.270,2.870,12/10/2022,12:30 h, 100.0000,040702,797
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,27,27,301,00000008.jpg,5.264,4.620,12/10/2022,12:30 h, 100.0000,040702,797
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,27,27,319,00000004.jpg,5.579,4.896,12/10/2022,12:30 h, 100.0000,040702,797
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,27,27,337,00000026.jpg,5.894,5.173,12/10/2022,12:30 h, 100.0000,040702,797
7,00000005,JUNTOS POR EL PERU,,100.000,27,27,428,00000005.jpg,7.485,6.569,12/10/2022,12:30 h, 100.0000,040702,797
0,00000028,YO AREQUIPA,,100.000,27,27,896,00000028.jpg,15.670,13.753,12/10/2022,12:30 h, 100.0000,040702,797
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,27,27,1125,00000032.jpg,19.675,17.268,12/10/2022,12:30 h, 100.0000,040702,797
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,27,27,1876,00000027.jpg,32.809,28.795,12/10/2022,12:30 h, 100.0000,040702,797
