,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
5,00000009,PODEMOS PERU,,100.000,70,70,186,00000009.jpg,1.445,1.214,12/10/2022,13:00 h, 100.0000,110802,2442
8,00000010,PARTIDO MORADO,,100.000,70,70,215,00000010.jpg,1.670,1.404,12/10/2022,13:00 h, 100.0000,110802,2442
6,00000003,RENOVACION POPULAR,,100.000,70,70,323,00000003.jpg,2.509,2.109,12/10/2022,13:00 h, 100.0000,110802,2442
4,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,70,70,1013,00000060.jpg,7.869,6.614,12/10/2022,13:00 h, 100.0000,110802,2442
0,00000064,CORAZON PATRIOTA,,100.000,70,70,1208,00000064.jpg,9.383,7.887,12/10/2022,13:00 h, 100.0000,110802,2442
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,70,70,1326,00000008.jpg,10.300,8.658,12/10/2022,13:00 h, 100.0000,110802,2442
3,00000062,JUNIN RENACE,,100.000,70,70,1388,00000062.jpg,10.781,9.062,12/10/2022,13:00 h, 100.0000,110802,2442
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,70,70,1642,00000063.jpg,12.754,10.721,12/10/2022,13:00 h, 100.0000,110802,2442
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,70,70,2408,00000004.jpg,18.704,15.722,12/10/2022,13:00 h, 100.0000,110802,2442
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,70,70,3165,00000061.jpg,24.584,20.665,12/10/2022,13:00 h, 100.0000,110802,2442
