,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000005,JUNTOS POR EL PERU,,100.000,455,455,1280,00000005.jpg,1.422,1.214,12/10/2022,13:00 h, 100.0000,110113,15433
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,455,455,1321,00000011.jpg,1.467,1.253,12/10/2022,13:00 h, 100.0000,110113,15433
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,455,455,1649,00000065.jpg,1.832,1.564,12/10/2022,13:00 h, 100.0000,110113,15433
11,00000010,PARTIDO MORADO,,100.000,455,455,1959,00000010.jpg,2.176,1.858,12/10/2022,13:00 h, 100.0000,110113,15433
9,00000003,RENOVACION POPULAR,,100.000,455,455,2462,00000003.jpg,2.735,2.335,12/10/2022,13:00 h, 100.0000,110113,15433
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,455,455,2777,00000008.jpg,3.085,2.633,12/10/2022,13:00 h, 100.0000,110113,15433
0,00000064,CORAZON PATRIOTA,,100.000,455,455,3291,00000064.jpg,3.656,3.121,12/10/2022,13:00 h, 100.0000,110113,15433
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,455,455,5973,00000063.jpg,6.635,5.664,12/10/2022,13:00 h, 100.0000,110113,15433
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,455,455,6933,00000004.jpg,7.701,6.574,12/10/2022,13:00 h, 100.0000,110113,15433
8,00000001,ACCION POPULAR,,100.000,455,455,11516,00000001.jpg,12.792,10.920,12/10/2022,13:00 h, 100.0000,110113,15433
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,455,455,14513,00000060.jpg,16.121,13.762,12/10/2022,13:00 h, 100.0000,110113,15433
3,00000062,JUNIN RENACE,,100.000,455,455,15143,00000062.jpg,16.821,14.360,12/10/2022,13:00 h, 100.0000,110113,15433
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,455,455,21206,00000061.jpg,23.556,20.109,12/10/2022,13:00 h, 100.0000,110113,15433
