,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000005,JUNTOS POR EL PERU,,100.000,8,8,1,00000005.jpg,0.057,0.049,12/10/2022,13:00 h, 100.0000,110105,267
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,8,8,2,00000065.jpg,0.114,0.099,12/10/2022,13:00 h, 100.0000,110105,267
11,00000010,PARTIDO MORADO,,100.000,8,8,2,00000010.jpg,0.114,0.099,12/10/2022,13:00 h, 100.0000,110105,267
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,8,8,3,00000011.jpg,0.171,0.148,12/10/2022,13:00 h, 100.0000,110105,267
9,00000003,RENOVACION POPULAR,,100.000,8,8,4,00000003.jpg,0.228,0.198,12/10/2022,13:00 h, 100.0000,110105,267
0,00000064,CORAZON PATRIOTA,,100.000,8,8,9,00000064.jpg,0.512,0.445,12/10/2022,13:00 h, 100.0000,110105,267
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,8,8,11,00000063.jpg,0.626,0.543,12/10/2022,13:00 h, 100.0000,110105,267
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,8,8,25,00000004.jpg,1.423,1.235,12/10/2022,13:00 h, 100.0000,110105,267
3,00000062,JUNIN RENACE,,100.000,8,8,29,00000062.jpg,1.651,1.433,12/10/2022,13:00 h, 100.0000,110105,267
8,00000001,ACCION POPULAR,,100.000,8,8,190,00000001.jpg,10.814,9.387,12/10/2022,13:00 h, 100.0000,110105,267
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,8,8,278,00000061.jpg,15.822,13.735,12/10/2022,13:00 h, 100.0000,110105,267
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,8,8,547,00000008.jpg,31.133,27.026,12/10/2022,13:00 h, 100.0000,110105,267
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,8,8,656,00000060.jpg,37.336,32.411,12/10/2022,13:00 h, 100.0000,110105,267
