,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,5,5,1,00000026.jpg,0.121,0.086,12/10/2022,12:30 h, 100.0000,040208,335
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,5,5,3,00000002.jpg,0.363,0.258,12/10/2022,12:30 h, 100.0000,040208,335
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,5,5,4,00000004.jpg,0.484,0.345,12/10/2022,12:30 h, 100.0000,040208,335
6,00000005,JUNTOS POR EL PERU,,100.000,5,5,6,00000005.jpg,0.726,0.517,12/10/2022,12:30 h, 100.0000,040208,335
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,5,5,12,00000007.jpg,1.453,1.034,12/10/2022,12:30 h, 100.0000,040208,335
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,5,5,21,00000031.jpg,2.542,1.809,12/10/2022,12:30 h, 100.0000,040208,335
2,00000029,FUERZA AREQUIPEÑA,,100.000,5,5,39,00000029.jpg,4.722,3.359,12/10/2022,12:30 h, 100.0000,040208,335
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,5,5,40,00000027.jpg,4.843,3.445,12/10/2022,12:30 h, 100.0000,040208,335
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,5,5,129,00000032.jpg,15.617,11.111,12/10/2022,12:30 h, 100.0000,040208,335
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,5,5,169,00000008.jpg,20.460,14.556,12/10/2022,12:30 h, 100.0000,040208,335
0,00000028,YO AREQUIPA,,100.000,5,5,402,00000028.jpg,48.668,34.625,12/10/2022,12:30 h, 100.0000,040208,335
