,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000010,PARTIDO MORADO,,100.000,44,44,5,00000010.jpg,0.056,0.048,12/10/2022,13:00 h,  95.6522,130304,1608
5,00000003,RENOVACION POPULAR,,100.000,44,44,40,00000003.jpg,0.450,0.381,12/10/2022,13:00 h,  95.6522,130304,1608
0,00000071,MOVIMIENTO VERDE UNIDO,,100.000,44,44,79,00000071.jpg,0.889,0.752,12/10/2022,13:00 h,  95.6522,130304,1608
1,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,44,44,81,00000070.jpg,0.911,0.772,12/10/2022,13:00 h,  95.6522,130304,1608
4,00000006,FUERZA POPULAR,,100.000,44,44,136,00000006.jpg,1.530,1.295,12/10/2022,13:00 h,  95.6522,130304,1608
3,00000005,JUNTOS POR EL PERU,,100.000,44,44,420,00000005.jpg,4.724,4.000,12/10/2022,13:00 h,  95.6522,130304,1608
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,44,44,476,00000011.jpg,5.354,4.534,12/10/2022,13:00 h,  95.6522,130304,1608
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,44,44,1429,00000004.jpg,16.072,13.611,12/10/2022,13:00 h,  95.6522,130304,1608
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,44,44,1865,00000002.jpg,20.976,17.764,12/10/2022,13:00 h,  95.6522,130304,1608
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,44,44,2022,00000007.jpg,22.742,19.259,12/10/2022,13:00 h,  95.6522,130304,1608
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,44,44,2338,00000008.jpg,26.296,22.269,12/10/2022,13:00 h,  95.6522,130304,1608
