,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000003,RENOVACION POPULAR,,100.000,34,34,10,00000003.jpg,0.132,0.122,12/10/2022,13:00 h,  97.1429,190703,596
6,00000006,FUERZA POPULAR,,100.000,34,34,20,00000006.jpg,0.264,0.245,12/10/2022,13:00 h,  97.1429,190703,596
7,00000001,ACCION POPULAR,,100.000,34,34,34,00000001.jpg,0.449,0.416,12/10/2022,13:00 h,  97.1429,190703,596
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,34,34,55,00000011.jpg,0.726,0.673,12/10/2022,13:00 h,  97.1429,190703,596
0,00000099,PIURA RENACE,,100.000,34,34,84,00000099.jpg,1.109,1.028,12/10/2022,13:00 h,  97.1429,190703,596
12,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,34,34,123,00000002.jpg,1.624,1.506,12/10/2022,13:00 h,  97.1429,190703,596
3,00000097,REGION PARA TODOS,,100.000,34,34,139,00000097.jpg,1.835,1.701,12/10/2022,13:00 h,  97.1429,190703,596
11,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,34,34,141,00000008.jpg,1.862,1.726,12/10/2022,13:00 h,  97.1429,190703,596
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,34,34,191,00000004.jpg,2.522,2.338,12/10/2022,13:00 h,  97.1429,190703,596
8,00000009,PODEMOS PERU,,100.000,34,34,313,00000009.jpg,4.133,3.831,12/10/2022,13:00 h,  97.1429,190703,596
4,00000096,CONTIGO REGION,,100.000,34,34,1422,00000096.jpg,18.775,17.405,12/10/2022,13:00 h,  97.1429,190703,596
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,34,34,2486,00000098.jpg,32.823,30.428,12/10/2022,13:00 h,  97.1429,190703,596
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,34,34,2556,00000095.jpg,33.747,31.285,12/10/2022,13:00 h,  97.1429,190703,596
