,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000071,MOVIMIENTO VERDE UNIDO,,100.000,26,26,44,00000071.jpg,0.837,0.702,10/10/2022,10:52 h,  96.2963,130303
1,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,26,26,55,00000070.jpg,1.046,0.878,10/10/2022,10:52 h,  96.2963,130303
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,26,26,51,00000011.jpg,0.970,0.814,10/10/2022,10:52 h,  96.2963,130303
3,00000005,JUNTOS POR EL PERU,,100.000,26,26,"1,912",00000005.jpg,36.377,30.519,10/10/2022,10:52 h,  96.2963,130303
4,00000006,FUERZA POPULAR,,100.000,26,26,174,00000006.jpg,3.311,2.777,10/10/2022,10:52 h,  96.2963,130303
5,00000003,RENOVACION POPULAR,,100.000,26,26,467,00000003.jpg,8.885,7.454,10/10/2022,10:52 h,  96.2963,130303
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,26,26,"1,351",00000004.jpg,25.704,21.564,10/10/2022,10:52 h,  96.2963,130303
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,26,26,876,00000007.jpg,16.667,13.982,10/10/2022,10:52 h,  96.2963,130303
8,00000010,PARTIDO MORADO,,100.000,26,26,7,00000010.jpg,0.133,0.112,10/10/2022,10:52 h,  96.2963,130303
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,26,26,43,00000008.jpg,0.818,0.686,10/10/2022,10:52 h,  96.2963,130303
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,26,26,276,00000002.jpg,5.251,4.405,10/10/2022,10:52 h,  96.2963,130303
