,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,94,94,135,00000026.jpg,0.724,0.629,12/10/2022,16:00 h,  96.9072,040123,2794
10,00000010,PARTIDO MORADO,,100.000,94,94,172,00000010.jpg,0.922,0.802,12/10/2022,16:00 h,  96.9072,040123,2794
11,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,94,94,173,00000008.jpg,0.927,0.807,12/10/2022,16:00 h,  96.9072,040123,2794
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,94,94,415,00000004.jpg,2.225,1.935,12/10/2022,16:00 h,  96.9072,040123,2794
3,00000029,FUERZA AREQUIPEÑA,,100.000,94,94,470,00000029.jpg,2.520,2.191,12/10/2022,16:00 h,  96.9072,040123,2794
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,94,94,888,00000030.jpg,4.761,4.140,12/10/2022,16:00 h,  96.9072,040123,2794
8,00000001,ACCION POPULAR,,100.000,94,94,908,00000001.jpg,4.868,4.234,12/10/2022,16:00 h,  96.9072,040123,2794
0,00000028,YO AREQUIPA,,100.000,94,94,1453,00000028.jpg,7.790,6.775,12/10/2022,16:00 h,  96.9072,040123,2794
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,94,94,1472,00000031.jpg,7.891,6.863,12/10/2022,16:00 h,  96.9072,040123,2794
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,94,94,1797,00000027.jpg,9.634,8.379,12/10/2022,16:00 h,  96.9072,040123,2794
12,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,94,94,2253,00000002.jpg,12.078,10.505,12/10/2022,16:00 h,  96.9072,040123,2794
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,94,94,2945,00000032.jpg,15.788,13.732,12/10/2022,16:00 h,  96.9072,040123,2794
7,00000033,AREQUIPA TRANSFORMACION,,100.000,94,94,5572,00000033.jpg,29.872,25.980,12/10/2022,16:00 h,  96.9072,040123,2794
