,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000005,JUNTOS POR EL PERU,,100.000,190,190,330,00000005.jpg,0.906,0.763,12/10/2022,13:00 h,  99.4764,240105,6846
8,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,190,190,331,00000141.jpg,0.909,0.765,12/10/2022,13:00 h,  99.4764,240105,6846
1,00000044,SI SE PUEDE CALLAO,,100.000,190,190,374,00000044.jpg,1.027,0.864,12/10/2022,13:00 h,  99.4764,240105,6846
13,00000004,ALIANZA PARA EL PROGRESO,,100.000,190,190,489,00000004.jpg,1.343,1.130,12/10/2022,13:00 h,  99.4764,240105,6846
4,00000041,FUERZA CALLAO SEGURO,,100.000,190,190,694,00000041.jpg,1.906,1.604,12/10/2022,13:00 h,  99.4764,240105,6846
10,00000006,FUERZA POPULAR,,100.000,190,190,828,00000006.jpg,2.274,1.914,12/10/2022,13:00 h,  99.4764,240105,6846
3,00000046,MOVIMIENTO REGIONAL SOMOS CALLAO,,100.000,190,190,958,00000046.jpg,2.631,2.214,12/10/2022,13:00 h,  99.4764,240105,6846
7,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,190,190,1069,00000011.jpg,2.935,2.471,12/10/2022,13:00 h,  99.4764,240105,6846
15,00000010,PARTIDO MORADO,,100.000,190,190,1089,00000010.jpg,2.990,2.517,12/10/2022,13:00 h,  99.4764,240105,6846
2,00000045,POR TI CALLAO,,100.000,190,190,2173,00000045.jpg,5.967,5.023,12/10/2022,13:00 h,  99.4764,240105,6846
11,00000009,PODEMOS PERU,,100.000,190,190,2267,00000009.jpg,6.225,5.240,12/10/2022,13:00 h,  99.4764,240105,6846
6,00000040,MOVIMIENTO REGIONAL MAS CALLAO,,100.000,190,190,2563,00000040.jpg,7.038,5.924,12/10/2022,13:00 h,  99.4764,240105,6846
16,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,190,190,2783,00000002.jpg,7.642,6.433,12/10/2022,13:00 h,  99.4764,240105,6846
5,00000042,MOVIMIENTO REGIONAL VIVA EL CALLAO,,100.000,190,190,3656,00000042.jpg,10.039,8.450,12/10/2022,13:00 h,  99.4764,240105,6846
12,00000003,RENOVACION POPULAR,,100.000,190,190,4273,00000003.jpg,11.733,9.877,12/10/2022,13:00 h,  99.4764,240105,6846
14,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,190,190,4346,00000007.jpg,11.934,10.045,12/10/2022,13:00 h,  99.4764,240105,6846
0,00000043,CONTIGO CALLAO,,100.000,190,190,8195,00000043.jpg,22.503,18.942,12/10/2022,13:00 h,  99.4764,240105,6846
