,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
4,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,410,410,835,00000011.jpg,1.043,0.872,12/10/2022,13:00 h, 100.0000,120110,15678
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,410,410,909,00000008.jpg,1.135,0.949,12/10/2022,13:00 h, 100.0000,120110,15678
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,410,410,1227,00000007.jpg,1.533,1.282,12/10/2022,13:00 h, 100.0000,120110,15678
5,00000006,FUERZA POPULAR,,100.000,410,410,1889,00000006.jpg,2.360,1.973,12/10/2022,13:00 h, 100.0000,120110,15678
6,00000003,RENOVACION POPULAR,,100.000,410,410,2506,00000003.jpg,3.130,2.618,12/10/2022,13:00 h, 100.0000,120110,15678
0,00000068,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.000,410,410,4422,00000068.jpg,5.523,4.619,12/10/2022,13:00 h, 100.0000,120110,15678
2,00000067,SUMATE,,100.000,410,410,4600,00000067.jpg,5.746,4.805,12/10/2022,13:00 h, 100.0000,120110,15678
3,00000066,NUEVA LIBERTAD,,100.000,410,410,5731,00000066.jpg,7.159,5.986,12/10/2022,13:00 h, 100.0000,120110,15678
1,00000069,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.000,410,410,12810,00000069.jpg,16.001,13.381,12/10/2022,13:00 h, 100.0000,120110,15678
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,410,410,19209,00000004.jpg,23.994,20.065,12/10/2022,13:00 h, 100.0000,120110,15678
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,410,410,25920,00000002.jpg,32.377,27.074,12/10/2022,13:00 h, 100.0000,120110,15678
