,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,78,78,210,00000008.jpg,1.300,1.147,12/10/2022,16:00 h,  98.7342,130110,2155
4,00000001,ACCION POPULAR,,100.000,78,78,308,00000001.jpg,1.906,1.682,12/10/2022,16:00 h,  98.7342,130110,2155
5,00000003,RENOVACION POPULAR,,100.000,78,78,312,00000003.jpg,1.931,1.704,12/10/2022,16:00 h,  98.7342,130110,2155
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,78,78,1240,00000002.jpg,7.673,6.770,12/10/2022,16:00 h,  98.7342,130110,2155
2,00000005,JUNTOS POR EL PERU,,100.000,78,78,1306,00000005.jpg,8.082,7.131,12/10/2022,16:00 h,  98.7342,130110,2155
3,00000006,FUERZA POPULAR,,100.000,78,78,1336,00000006.jpg,8.267,7.295,12/10/2022,16:00 h,  98.7342,130110,2155
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,78,78,1881,00000007.jpg,11.640,10.270,12/10/2022,16:00 h,  98.7342,130110,2155
1,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,78,78,2160,00000011.jpg,13.366,11.794,12/10/2022,16:00 h,  98.7342,130110,2155
0,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,78,78,2417,00000070.jpg,14.957,13.197,12/10/2022,16:00 h,  98.7342,130110,2155
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,78,78,4990,00000004.jpg,30.879,27.245,12/10/2022,16:00 h,  98.7342,130110,2155
