,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000010,PARTIDO MORADO,,100.000,45,45,31,00000010.jpg,0.303,0.271,12/10/2022,13:00 h, 100.0000,140405,1191
4,00000001,ACCION POPULAR,,100.000,45,45,76,00000001.jpg,0.743,0.665,12/10/2022,13:00 h, 100.0000,140405,1191
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,45,45,92,00000007.jpg,0.899,0.805,12/10/2022,13:00 h, 100.0000,140405,1191
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,45,45,142,00000141.jpg,1.387,1.243,12/10/2022,13:00 h, 100.0000,140405,1191
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,45,45,157,00000002.jpg,1.534,1.374,12/10/2022,13:00 h, 100.0000,140405,1191
0,00000072,PATRIA JOVEN,,100.000,45,45,467,00000072.jpg,4.563,4.087,12/10/2022,13:00 h, 100.0000,140405,1191
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,45,45,1086,00000073.jpg,10.611,9.505,12/10/2022,13:00 h, 100.0000,140405,1191
5,00000009,PODEMOS PERU,,100.000,45,45,1557,00000009.jpg,15.213,13.627,12/10/2022,13:00 h, 100.0000,140405,1191
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,45,45,1663,00000004.jpg,16.248,14.555,12/10/2022,13:00 h, 100.0000,140405,1191
6,00000003,RENOVACION POPULAR,,100.000,45,45,2020,00000003.jpg,19.736,17.679,12/10/2022,13:00 h, 100.0000,140405,1191
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,45,45,2944,00000074.jpg,28.764,25.766,12/10/2022,13:00 h, 100.0000,140405,1191
