,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000072,PATRIA JOVEN,,100.000,8,8,27,00000072.jpg,2.271,1.630,10/10/2022,17:31 h, 100.0000,140502
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,8,8,267,00000074.jpg,22.456,16.123,10/10/2022,17:31 h, 100.0000,140502
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,8,8,28,00000073.jpg,2.355,1.691,10/10/2022,17:31 h, 100.0000,140502
3,00000001,ACCION POPULAR,,100.000,8,8,7,00000001.jpg,0.589,0.423,10/10/2022,17:31 h, 100.0000,140502
4,00000009,PODEMOS PERU,,100.000,8,8,34,00000009.jpg,2.860,2.053,10/10/2022,17:31 h, 100.0000,140502
5,00000003,RENOVACION POPULAR,,100.000,8,8,24,00000003.jpg,2.019,1.449,10/10/2022,17:31 h, 100.0000,140502
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,8,8,19,00000004.jpg,1.598,1.147,10/10/2022,17:31 h, 100.0000,140502
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,8,8,403,00000007.jpg,33.894,24.336,10/10/2022,17:31 h, 100.0000,140502
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,8,8,204,00000008.jpg,17.157,12.319,10/10/2022,17:31 h, 100.0000,140502
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,8,8,176,00000002.jpg,14.802,10.628,10/10/2022,17:31 h, 100.0000,140502
