,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000009,PODEMOS PERU,,100.000,128,128,618,00000009.jpg,2.223,2.002,12/10/2022,13:00 h,  99.2248,201201,3068
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,128,128,765,00000008.jpg,2.752,2.478,12/10/2022,13:00 h,  99.2248,201201,3068
0,00000108,MOVIMIENTO ACCION REGIONAL,,100.000,128,128,902,00000108.jpg,3.244,2.922,12/10/2022,13:00 h,  99.2248,201201,3068
4,00000102,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,,100.000,128,128,1875,00000102.jpg,6.744,6.074,12/10/2022,13:00 h,  99.2248,201201,3068
7,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,128,128,2186,00000011.jpg,7.862,7.081,12/10/2022,13:00 h,  99.2248,201201,3068
5,00000103,MORAL Y DESARROLLO,,100.000,128,128,2293,00000103.jpg,8.247,7.428,12/10/2022,13:00 h,  99.2248,201201,3068
1,00000107,GESTIONANDO OBRAS Y OPORTUNIDADES CON LIDERAZGO,,100.000,128,128,3160,00000107.jpg,11.366,10.236,12/10/2022,13:00 h,  99.2248,201201,3068
2,00000100,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,,100.000,128,128,4743,00000100.jpg,17.059,15.364,12/10/2022,13:00 h,  99.2248,201201,3068
3,00000105,REFORMA Y HONRADEZ POR MAS OBRAS,,100.000,128,128,5622,00000105.jpg,20.221,18.211,12/10/2022,13:00 h,  99.2248,201201,3068
6,00000104,SOMOS PUEBLO,,100.000,128,128,5639,00000104.jpg,20.282,18.266,12/10/2022,13:00 h,  99.2248,201201,3068
