,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
6,00000006,FUERZA POPULAR,,100.000,72,72,56,00000006.jpg,0.363,0.311,12/10/2022,16:00 h,  97.2973,040125,2600
7,00000003,RENOVACION POPULAR,,100.000,72,72,128,00000003.jpg,0.830,0.710,12/10/2022,16:00 h,  97.2973,040125,2600
8,00000010,PARTIDO MORADO,,100.000,72,72,236,00000010.jpg,1.530,1.309,12/10/2022,16:00 h,  97.2973,040125,2600
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,72,72,965,00000008.jpg,6.254,5.352,12/10/2022,16:00 h,  97.2973,040125,2600
2,00000029,FUERZA AREQUIPEÑA,,100.000,72,72,1244,00000029.jpg,8.063,6.900,12/10/2022,16:00 h,  97.2973,040125,2600
1,00000181,AREQUIPA RENACE,,100.000,72,72,1579,00000181.jpg,10.234,8.758,12/10/2022,16:00 h,  97.2973,040125,2600
0,00000028,YO AREQUIPA,,100.000,72,72,1643,00000028.jpg,10.649,9.113,12/10/2022,16:00 h,  97.2973,040125,2600
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,72,72,2035,00000032.jpg,13.189,11.287,12/10/2022,16:00 h,  97.2973,040125,2600
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,72,72,2502,00000027.jpg,16.216,13.878,12/10/2022,16:00 h,  97.2973,040125,2600
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,72,72,5041,00000031.jpg,32.672,27.961,12/10/2022,16:00 h,  97.2973,040125,2600
