,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,6,6,113,00000028.jpg,10.171,8.389,10/10/2022,10:52 h, 100.0000,040205
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,6,6,2,00000026.jpg,0.180,0.148,10/10/2022,10:52 h, 100.0000,040205
2,00000029,FUERZA AREQUIPEÑA,,100.000,6,6,343,00000029.jpg,30.873,25.464,10/10/2022,10:52 h, 100.0000,040205
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,6,6,35,00000032.jpg,3.150,2.598,10/10/2022,10:52 h, 100.0000,040205
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,6,6,191,00000027.jpg,17.192,14.180,10/10/2022,10:52 h, 100.0000,040205
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,6,6,168,00000031.jpg,15.122,12.472,10/10/2022,10:52 h, 100.0000,040205
6,00000005,JUNTOS POR EL PERU,,100.000,6,6,170,00000005.jpg,15.302,12.621,10/10/2022,10:52 h, 100.0000,040205
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,6,6,10,00000004.jpg,0.900,0.742,10/10/2022,10:52 h, 100.0000,040205
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,6,6,4,00000007.jpg,0.360,0.297,10/10/2022,10:52 h, 100.0000,040205
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,6,6,55,00000008.jpg,4.950,4.083,10/10/2022,10:52 h, 100.0000,040205
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,6,6,20,00000002.jpg,1.800,1.485,10/10/2022,10:52 h, 100.0000,040205
