,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000003,RENOVACION POPULAR,,100.000,6,6,1,00000003.jpg,0.098,0.084,12/10/2022,12:30 h, 100.0000,020103,168
6,00000009,PODEMOS PERU,,100.000,6,6,2,00000009.jpg,0.197,0.169,12/10/2022,12:30 h, 100.0000,020103,168
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,6,6,4,00000008.jpg,0.393,0.338,12/10/2022,12:30 h, 100.0000,020103,168
5,00000001,ACCION POPULAR,,100.000,6,6,5,00000001.jpg,0.492,0.422,12/10/2022,12:30 h, 100.0000,020103,168
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,6,6,5,00000007.jpg,0.492,0.422,12/10/2022,12:30 h, 100.0000,020103,168
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,6,6,21,00000004.jpg,2.065,1.772,12/10/2022,12:30 h, 100.0000,020103,168
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,6,6,30,00000018.jpg,2.950,2.532,12/10/2022,12:30 h, 100.0000,020103,168
1,00000019,SOCIOS POR ANCASH,,100.000,6,6,70,00000019.jpg,6.883,5.907,12/10/2022,12:30 h, 100.0000,020103,168
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,6,6,96,00000021.jpg,9.440,8.101,12/10/2022,12:30 h, 100.0000,020103,168
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,6,6,262,00000020.jpg,25.762,22.110,12/10/2022,12:30 h, 100.0000,020103,168
4,00000005,JUNTOS POR EL PERU,,100.000,6,6,521,00000005.jpg,51.229,43.966,12/10/2022,12:30 h, 100.0000,020103,168
