,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,77,77,52,00000030.jpg,0.315,0.273,12/10/2022,16:00 h,  95.0617,040106,2564
2,00000181,AREQUIPA RENACE,,100.000,77,77,99,00000181.jpg,0.600,0.519,12/10/2022,16:00 h,  95.0617,040106,2564
7,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,77,77,114,00000031.jpg,0.690,0.598,12/10/2022,16:00 h,  95.0617,040106,2564
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,77,77,174,00000026.jpg,1.054,0.912,12/10/2022,16:00 h,  95.0617,040106,2564
10,00000003,RENOVACION POPULAR,,100.000,77,77,292,00000003.jpg,1.769,1.531,12/10/2022,16:00 h,  95.0617,040106,2564
4,00000029,FUERZA AREQUIPEÑA,,100.000,77,77,306,00000029.jpg,1.853,1.604,12/10/2022,16:00 h,  95.0617,040106,2564
0,00000028,YO AREQUIPA,,100.000,77,77,409,00000028.jpg,2.477,2.144,12/10/2022,16:00 h,  95.0617,040106,2564
9,00000001,ACCION POPULAR,,100.000,77,77,426,00000001.jpg,2.580,2.233,12/10/2022,16:00 h,  95.0617,040106,2564
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,77,77,594,00000008.jpg,3.598,3.114,12/10/2022,16:00 h,  95.0617,040106,2564
11,00000004,ALIANZA PARA EL PROGRESO,,100.000,77,77,1460,00000004.jpg,8.843,7.654,12/10/2022,16:00 h,  95.0617,040106,2564
5,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,77,77,2957,00000032.jpg,17.909,15.502,12/10/2022,16:00 h,  95.0617,040106,2564
8,00000033,AREQUIPA TRANSFORMACION,,100.000,77,77,4005,00000033.jpg,24.257,20.996,12/10/2022,16:00 h,  95.0617,040106,2564
6,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,77,77,5623,00000027.jpg,34.056,29.478,12/10/2022,16:00 h,  95.0617,040106,2564
