,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
13,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,13,13,5,00000008.jpg,0.224,0.203,12/10/2022,12:30 h, 100.0000,021303,232
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,13,13,6,00000011.jpg,0.269,0.244,12/10/2022,12:30 h, 100.0000,021303,232
9,00000009,PODEMOS PERU,,100.000,13,13,6,00000009.jpg,0.269,0.244,12/10/2022,12:30 h, 100.0000,021303,232
8,00000001,ACCION POPULAR,,100.000,13,13,8,00000001.jpg,0.359,0.325,12/10/2022,12:30 h, 100.0000,021303,232
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,13,13,16,00000020.jpg,0.718,0.650,12/10/2022,12:30 h, 100.0000,021303,232
7,00000006,FUERZA POPULAR,,100.000,13,13,23,00000006.jpg,1.032,0.935,12/10/2022,12:30 h, 100.0000,021303,232
6,00000005,JUNTOS POR EL PERU,,100.000,13,13,43,00000005.jpg,1.930,1.748,12/10/2022,12:30 h, 100.0000,021303,232
1,00000019,SOCIOS POR ANCASH,,100.000,13,13,64,00000019.jpg,2.873,2.602,12/10/2022,12:30 h, 100.0000,021303,232
12,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,13,13,68,00000007.jpg,3.052,2.764,12/10/2022,12:30 h, 100.0000,021303,232
4,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,13,13,111,00000021.jpg,4.982,4.512,12/10/2022,12:30 h, 100.0000,021303,232
11,00000004,ALIANZA PARA EL PROGRESO,,100.000,13,13,248,00000004.jpg,11.131,10.081,12/10/2022,12:30 h, 100.0000,021303,232
3,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,13,13,277,00000018.jpg,12.433,11.260,12/10/2022,12:30 h, 100.0000,021303,232
2,00000182,MOVIMIENTO INDEPENDIENTE REGIONAL ANCASH A LA OBRA,,100.000,13,13,317,00000182.jpg,14.228,12.886,12/10/2022,12:30 h, 100.0000,021303,232
14,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,13,13,495,00000002.jpg,22.217,20.122,12/10/2022,12:30 h, 100.0000,021303,232
10,00000003,RENOVACION POPULAR,,100.000,13,13,541,00000003.jpg,24.282,21.992,12/10/2022,12:30 h, 100.0000,021303,232
