,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,9,9,64,00000020.jpg,3.869,2.926,10/10/2022,16:51 h, 100.0000,020108
1,00000019,SOCIOS POR ANCASH,,100.000,9,9,481,00000019.jpg,29.081,21.994,10/10/2022,16:51 h, 100.0000,020108
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,9,9,50,00000018.jpg,3.023,2.286,10/10/2022,16:51 h, 100.0000,020108
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,9,9,353,00000021.jpg,21.342,16.141,10/10/2022,16:51 h, 100.0000,020108
4,00000005,JUNTOS POR EL PERU,,100.000,9,9,306,00000005.jpg,18.501,13.992,10/10/2022,16:51 h, 100.0000,020108
5,00000001,ACCION POPULAR,,100.000,9,9,11,00000001.jpg,0.665,0.503,10/10/2022,16:51 h, 100.0000,020108
6,00000009,PODEMOS PERU,,100.000,9,9,12,00000009.jpg,0.726,0.549,10/10/2022,16:51 h, 100.0000,020108
7,00000003,RENOVACION POPULAR,,100.000,9,9,14,00000003.jpg,0.846,0.640,10/10/2022,16:51 h, 100.0000,020108
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,9,9,159,00000004.jpg,9.613,7.270,10/10/2022,16:51 h, 100.0000,020108
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,9,9,100,00000007.jpg,6.046,4.572,10/10/2022,16:51 h, 100.0000,020108
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,9,9,104,00000008.jpg,6.288,4.755,10/10/2022,16:51 h, 100.0000,020108
