,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,170,170,"2,187",00000020.jpg,6.985,5.704,10/10/2022,16:51 h, 100.0000,020101
1,00000019,SOCIOS POR ANCASH,,100.000,170,170,"3,939",00000019.jpg,12.580,10.274,10/10/2022,16:51 h, 100.0000,020101
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,170,170,"1,372",00000018.jpg,4.382,3.578,10/10/2022,16:51 h, 100.0000,020101
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,170,170,"12,723",00000021.jpg,40.633,33.184,10/10/2022,16:51 h, 100.0000,020101
4,00000005,JUNTOS POR EL PERU,,100.000,170,170,"2,772",00000005.jpg,8.853,7.230,10/10/2022,16:51 h, 100.0000,020101
5,00000001,ACCION POPULAR,,100.000,170,170,832,00000001.jpg,2.657,2.170,10/10/2022,16:51 h, 100.0000,020101
6,00000009,PODEMOS PERU,,100.000,170,170,525,00000009.jpg,1.677,1.369,10/10/2022,16:51 h, 100.0000,020101
7,00000003,RENOVACION POPULAR,,100.000,170,170,"1,707",00000003.jpg,5.452,4.452,10/10/2022,16:51 h, 100.0000,020101
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,170,170,"2,264",00000004.jpg,7.230,5.905,10/10/2022,16:51 h, 100.0000,020101
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,170,170,"2,481",00000007.jpg,7.923,6.471,10/10/2022,16:51 h, 100.0000,020101
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,170,170,510,00000008.jpg,1.629,1.330,10/10/2022,16:51 h, 100.0000,020101
