,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,20,20,"1,286",00000028.jpg,30.181,27.097,10/10/2022,16:51 h, 100.0000,040703
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,20,20,78,00000026.jpg,1.831,1.643,10/10/2022,16:51 h, 100.0000,040703
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,20,20,26,00000030.jpg,0.610,0.548,10/10/2022,16:51 h, 100.0000,040703
3,00000029,FUERZA AREQUIPEÑA,,100.000,20,20,145,00000029.jpg,3.403,3.055,10/10/2022,16:51 h, 100.0000,040703
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,20,20,371,00000032.jpg,8.707,7.817,10/10/2022,16:51 h, 100.0000,040703
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,20,20,"1,215",00000027.jpg,28.514,25.601,10/10/2022,16:51 h, 100.0000,040703
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,20,20,85,00000031.jpg,1.995,1.791,10/10/2022,16:51 h, 100.0000,040703
7,00000005,JUNTOS POR EL PERU,,100.000,20,20,429,00000005.jpg,10.068,9.039,10/10/2022,16:51 h, 100.0000,040703
8,00000006,FUERZA POPULAR,,100.000,20,20,7,00000006.jpg,0.164,0.147,10/10/2022,16:51 h, 100.0000,040703
9,00000001,ACCION POPULAR,,100.000,20,20,35,00000001.jpg,0.821,0.737,10/10/2022,16:51 h, 100.0000,040703
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,20,20,89,00000004.jpg,2.089,1.875,10/10/2022,16:51 h, 100.0000,040703
11,00000010,PARTIDO MORADO,,100.000,20,20,1,00000010.jpg,0.023,0.021,10/10/2022,16:51 h, 100.0000,040703
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,20,20,482,00000008.jpg,11.312,10.156,10/10/2022,16:51 h, 100.0000,040703
13,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,20,20,12,00000002.jpg,0.282,0.253,10/10/2022,16:51 h, 100.0000,040703
