,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,13,13,1,00000011.jpg,0.034,0.031,12/10/2022,13:00 h,  92.8571,190507,332
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,13,13,14,00000002.jpg,0.478,0.429,12/10/2022,13:00 h,  92.8571,190507,332
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,13,13,15,00000008.jpg,0.512,0.460,12/10/2022,13:00 h,  92.8571,190507,332
0,00000099,PIURA RENACE,,100.000,13,13,36,00000099.jpg,1.229,1.104,12/10/2022,13:00 h,  92.8571,190507,332
4,00000096,CONTIGO REGION,,100.000,13,13,51,00000096.jpg,1.741,1.564,12/10/2022,13:00 h,  92.8571,190507,332
3,00000097,REGION PARA TODOS,,100.000,13,13,53,00000097.jpg,1.809,1.625,12/10/2022,13:00 h,  92.8571,190507,332
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,13,13,78,00000098.jpg,2.663,2.392,12/10/2022,13:00 h,  92.8571,190507,332
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,13,13,88,00000095.jpg,3.004,2.699,12/10/2022,13:00 h,  92.8571,190507,332
6,00000001,ACCION POPULAR,,100.000,13,13,1134,00000001.jpg,38.716,34.775,12/10/2022,13:00 h,  92.8571,190507,332
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,13,13,1459,00000004.jpg,49.812,44.741,12/10/2022,13:00 h,  92.8571,190507,332
