,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000005,JUNTOS POR EL PERU,,100.000,20,20,21,00000005.jpg,0.479,0.410,12/10/2022,13:00 h, 100.0000,100209,731
4,00000006,FUERZA POPULAR,,100.000,20,20,42,00000006.jpg,0.957,0.821,12/10/2022,13:00 h, 100.0000,100209,731
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,20,20,62,00000011.jpg,1.413,1.211,12/10/2022,13:00 h, 100.0000,100209,731
5,00000001,ACCION POPULAR,,100.000,20,20,157,00000001.jpg,3.579,3.068,12/10/2022,13:00 h, 100.0000,100209,731
0,00000059,UNO POR ICA,,100.000,20,20,282,00000059.jpg,6.428,5.510,12/10/2022,13:00 h, 100.0000,100209,731
7,00000003,RENOVACION POPULAR,,100.000,20,20,442,00000003.jpg,10.075,8.636,12/10/2022,13:00 h, 100.0000,100209,731
1,00000058,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,,100.000,20,20,656,00000058.jpg,14.953,12.818,12/10/2022,13:00 h, 100.0000,100209,731
6,00000009,PODEMOS PERU,,100.000,20,20,675,00000009.jpg,15.386,13.189,12/10/2022,13:00 h, 100.0000,100209,731
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,20,20,1004,00000004.jpg,22.886,19.617,12/10/2022,13:00 h, 100.0000,100209,731
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,20,20,1046,00000002.jpg,23.843,20.438,12/10/2022,13:00 h, 100.0000,100209,731
