,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
7,00000005,JUNTOS POR EL PERU,,100.000,360,360,1208,00000005.jpg,1.669,1.458,12/10/2022,13:00 h, 100.0000,110101,10460
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,360,360,1271,00000065.jpg,1.756,1.534,12/10/2022,13:00 h, 100.0000,110101,10460
11,00000010,PARTIDO MORADO,,100.000,360,360,1563,00000010.jpg,2.160,1.887,12/10/2022,13:00 h, 100.0000,110101,10460
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,360,360,1648,00000011.jpg,2.277,1.990,12/10/2022,13:00 h, 100.0000,110101,10460
9,00000003,RENOVACION POPULAR,,100.000,360,360,2005,00000003.jpg,2.771,2.421,12/10/2022,13:00 h, 100.0000,110101,10460
0,00000064,CORAZON PATRIOTA,,100.000,360,360,2074,00000064.jpg,2.866,2.504,12/10/2022,13:00 h, 100.0000,110101,10460
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,360,360,2140,00000063.jpg,2.957,2.584,12/10/2022,13:00 h, 100.0000,110101,10460
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,360,360,3157,00000008.jpg,4.362,3.811,12/10/2022,13:00 h, 100.0000,110101,10460
8,00000001,ACCION POPULAR,,100.000,360,360,3401,00000001.jpg,4.700,4.106,12/10/2022,13:00 h, 100.0000,110101,10460
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,360,360,6348,00000004.jpg,8.772,7.664,12/10/2022,13:00 h, 100.0000,110101,10460
3,00000062,JUNIN RENACE,,100.000,360,360,12059,00000062.jpg,16.663,14.559,12/10/2022,13:00 h, 100.0000,110101,10460
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,360,360,16519,00000061.jpg,22.826,19.943,12/10/2022,13:00 h, 100.0000,110101,10460
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,360,360,18976,00000060.jpg,26.221,22.910,12/10/2022,13:00 h, 100.0000,110101,10460
