,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000072,PATRIA JOVEN,,100.000,4,4,109,00000072.jpg,12.386,11.179,06/10/2022,17:50 h, 100.0000,140415
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,4,4,221,00000074.jpg,25.114,22.667,06/10/2022,17:50 h, 100.0000,140415
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,4,4,12,00000073.jpg,1.364,1.231,06/10/2022,17:50 h, 100.0000,140415
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,4,4,2,00000141.jpg,0.227,0.205,06/10/2022,17:50 h, 100.0000,140415
4,00000001,ACCION POPULAR,,100.000,4,4,225,00000001.jpg,25.568,23.077,06/10/2022,17:50 h, 100.0000,140415
5,00000009,PODEMOS PERU,,100.000,4,4,27,00000009.jpg,3.068,2.769,06/10/2022,17:50 h, 100.0000,140415
6,00000003,RENOVACION POPULAR,,100.000,4,4,27,00000003.jpg,3.068,2.769,06/10/2022,17:50 h, 100.0000,140415
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,4,4,11,00000004.jpg,1.250,1.128,06/10/2022,17:50 h, 100.0000,140415
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,4,4,5,00000007.jpg,0.568,0.513,06/10/2022,17:50 h, 100.0000,140415
9,00000010,PARTIDO MORADO,,100.000,4,4,2,00000010.jpg,0.227,0.205,06/10/2022,17:50 h, 100.0000,140415
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,4,4,239,00000002.jpg,27.159,24.513,06/10/2022,17:50 h, 100.0000,140415
