,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
1,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,604,604,465,00000141.jpg,0.347,0.317,12/10/2022,16:00 h,  96.3317,140143,12588
2,00000006,FUERZA POPULAR,,100.000,604,604,2781,00000006.jpg,2.072,1.895,12/10/2022,16:00 h,  96.3317,140143,12588
7,00000010,PARTIDO MORADO,,100.000,604,604,2957,00000010.jpg,2.204,2.015,12/10/2022,16:00 h,  96.3317,140143,12588
6,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,604,604,3138,00000007.jpg,2.338,2.138,12/10/2022,16:00 h,  96.3317,140143,12588
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,604,604,4369,00000008.jpg,3.256,2.977,12/10/2022,16:00 h,  96.3317,140143,12588
4,00000003,RENOVACION POPULAR,,100.000,604,604,7879,00000003.jpg,5.872,5.368,12/10/2022,16:00 h,  96.3317,140143,12588
0,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,604,604,8619,00000011.jpg,6.423,5.872,12/10/2022,16:00 h,  96.3317,140143,12588
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,604,604,10257,00000002.jpg,7.644,6.988,12/10/2022,16:00 h,  96.3317,140143,12588
3,00000009,PODEMOS PERU,,100.000,604,604,43811,00000009.jpg,32.648,29.848,12/10/2022,16:00 h,  96.3317,140143,12588
5,00000004,ALIANZA PARA EL PROGRESO,,100.000,604,604,49914,00000004.jpg,37.197,34.006,12/10/2022,16:00 h,  96.3317,140143,12588
