,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000071,MOVIMIENTO VERDE UNIDO,,100.000,22,22,3,00000071.jpg,0.066,0.059,06/10/2022,17:50 h, 100.0000,130108
1,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,22,22,"2,008",00000070.jpg,43.929,39.303,06/10/2022,17:50 h, 100.0000,130108
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,22,22,170,00000011.jpg,3.719,3.327,06/10/2022,17:50 h, 100.0000,130108
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,22,22,2,00000141.jpg,0.044,0.039,06/10/2022,17:50 h, 100.0000,130108
4,00000005,JUNTOS POR EL PERU,,100.000,22,22,114,00000005.jpg,2.494,2.231,06/10/2022,17:50 h, 100.0000,130108
5,00000006,FUERZA POPULAR,,100.000,22,22,839,00000006.jpg,18.355,16.422,06/10/2022,17:50 h, 100.0000,130108
6,00000001,ACCION POPULAR,,100.000,22,22,14,00000001.jpg,0.306,0.274,06/10/2022,17:50 h, 100.0000,130108
7,00000003,RENOVACION POPULAR,,100.000,22,22,2,00000003.jpg,0.044,0.039,06/10/2022,17:50 h, 100.0000,130108
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,22,22,168,00000004.jpg,3.675,3.288,06/10/2022,17:50 h, 100.0000,130108
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,22,22,246,00000007.jpg,5.382,4.815,06/10/2022,17:50 h, 100.0000,130108
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,22,22,19,00000008.jpg,0.416,0.372,06/10/2022,17:50 h, 100.0000,130108
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,22,22,986,00000002.jpg,21.571,19.299,06/10/2022,17:50 h, 100.0000,130108
